# partB22_aligned_directed.py; one row per variant, subject, run and W = 60 window; git=a9d9ca4
variant,subject,run,window,A_other,A_same,winsign,B,D,Sym,D_plus_Sym,Both,rms_anti,residual,sd_r1,sd_absq
ts_gsr,5,PCB,1,0.0012698484,0.00031974751,0.0021791299,0.0088287727,-0.036456746,0.0035612141,-0.032895532,-0.033842617,0.10647648,-0.032960294,0.028472842,0.19463949
ts_gsr,5,PCB,2,0.00056749744,0.0022544904,0.0065629488,0.017127658,-0.036825847,-0.013554241,-0.050380088,-0.05189811,0.096681205,-0.051689305,0.026908628,0.2178705
ts_gsr,5,PCB,3,0.001744594,0.0042228569,0.01032136,0.029288731,-0.03509836,-0.045017967,-0.080116327,-0.082910054,0.086128686,-0.082468526,0.031074515,0.21571041
ts_gsr,5,PCB,4,0.0010312223,0.0043426856,0.009103212,0.025395505,-0.038445416,-0.024657391,-0.063102807,-0.065403294,0.10097365,-0.065297368,0.026554897,0.21181868
ts_gsr,5,PCB,5,4.4662955e-05,0.00061969542,0.0035933815,0.0112659,-0.045984792,0.0031464256,-0.042838367,-0.044240488,0.12974262,-0.043495963,0.033108446,0.19211161
ts_gsr,5,PCB,6,0.0018124531,0.0021453026,0.004204418,0.013331434,-0.041296077,-0.00028302673,-0.041579104,-0.043156068,0.11406332,-0.043053226,0.023759847,0.20297181
ts_gsr,5,PCB,7,0.0020019574,0.002041875,0.0043575688,0.01371269,-0.039367148,-0.0073378261,-0.046704974,-0.048299682,0.10927207,-0.048004403,0.026688551,0.2017924
ts_gsr,5,PCB,8,0.0057932219,0.0060970516,0.0098616592,0.030160648,-0.036102547,-0.024260211,-0.060362758,-0.063071033,0.097982374,-0.062674965,0.026518195,0.2033223
ts_gsr,5,PCB,9,0.0032389203,0.0024882281,0.0078132737,0.023971864,-0.037976747,-0.018435499,-0.056412246,-0.058109132,0.10203374,-0.057646683,0.030925114,0.20279679
ts_gsr,5,PCB,10,0.0014453263,-0.00080103566,0.0050733314,0.016489031,-0.038961766,-0.011574398,-0.050536164,-0.052296531,0.10347973,-0.051805958,0.031702971,0.20345461
ts_gsr,5,PCB,11,-0.0017401158,-0.0029458866,0.0050617219,0.02097582,-0.032764431,-0.0069923192,-0.03975675,-0.04090864,0.10231345,-0.040629456,0.03194715,0.18722908
ts_gsr,5,PCB,12,0.0032851314,0.0039748916,0.0051944614,0.017974684,-0.032586689,-0.0046672633,-0.037253952,-0.038249373,0.10107312,-0.038050372,0.027787977,0.18124971
ts_gsr,5,PCB,13,0.00018139114,0.00056043492,0.0037703611,0.015171649,-0.030831237,-0.00035027455,-0.031181511,-0.031805585,0.103736,-0.031213772,0.034537228,0.17251352
ts_gsr,5,PCB,14,0.0020878429,0.002704241,0.0062295152,0.022188897,-0.031783013,-0.0071207674,-0.03890378,-0.040378008,0.1023252,-0.040122342,0.02653466,0.18077359
