# partB22_aligned_directed.py; one row per variant, subject, run and W = 60 window; git=a9d9ca4
variant,subject,run,window,A_other,A_same,winsign,B,D,Sym,D_plus_Sym,Both,rms_anti,residual,sd_r1,sd_absq
ts_gsr,6,DMT,1,-2.7993555e-05,0.001218395,0.0044022607,0.016576726,-0.035158042,-0.00027727837,-0.03543532,-0.03645708,0.11223548,-0.036447898,0.02504219,0.17194645
ts_gsr,6,DMT,2,0.0037631482,0.0087558369,0.011914885,0.030084175,-0.041952132,-0.04397828,-0.085930412,-0.090332757,0.098158295,-0.089656484,0.031214929,0.22378769
ts_gsr,6,DMT,3,0.0028146169,0.0012419416,0.0074043203,0.026090014,-0.03497366,-0.012686545,-0.047660205,-0.049417329,0.10438402,-0.048603619,0.031890025,0.19185558
ts_gsr,6,DMT,4,0.0032826649,0.0056146678,0.0082865657,0.024148354,-0.03852545,-0.018633371,-0.057158821,-0.059555902,0.10227797,-0.058620143,0.025734069,0.20064642
ts_gsr,6,DMT,5,0.0031850827,0.0091962833,0.015071891,0.045616596,-0.035955293,-0.04277719,-0.078732483,-0.082004832,0.093359242,-0.081896851,0.025827309,0.19474125
ts_gsr,6,DMT,6,0.0011111893,0.0015503791,0.0052898413,0.021139464,-0.036855925,0.0010153214,-0.035840604,-0.037238025,0.11639524,-0.037335485,0.029363448,0.1749422
ts_gsr,6,DMT,7,-0.00038923465,0.0018559523,0.0022076873,0.010487389,-0.033956703,0.0079733869,-0.025983316,-0.026665537,0.11718853,-0.026321955,0.0291816,0.16356528
ts_gsr,6,DMT,8,0.0029013154,0.0057566946,0.0087307708,0.03224104,-0.032699528,-0.015106777,-0.047806305,-0.049422061,0.10482836,-0.049147075,0.028190877,0.17812028
ts_gsr,6,DMT,9,0.00060770032,0.002715717,0.0088175129,0.034148223,-0.033834028,-0.011841059,-0.045675087,-0.047948486,0.10878879,-0.046975495,0.027541679,0.17419514
ts_gsr,6,DMT,10,0.0027337009,0.003884783,0.0070690663,0.027366488,-0.033376872,-0.0061412767,-0.039518149,-0.040907322,0.11170463,-0.039937771,0.031359573,0.16252369
ts_gsr,6,DMT,11,0.0022652004,0.0025900786,0.0062501636,0.022162398,-0.039151831,-0.0033932554,-0.042545087,-0.044228193,0.11692124,-0.043906698,0.028883022,0.18121149
ts_gsr,6,DMT,12,0.0028751635,0.0022425861,0.0022286945,0.0071913549,-0.03844313,0.0083542263,-0.030088904,-0.030929994,0.12874862,-0.030025589,0.030240136,0.16765747
ts_gsr,6,DMT,13,0.00089362076,0.0020969783,0.0065370416,0.02372392,-0.034687956,-0.004433946,-0.039121902,-0.041029924,0.11250692,-0.041064476,0.026346551,0.17574728
ts_gsr,6,DMT,14,0.0039314364,0.0015203551,0.0081791151,0.028054869,-0.040142389,-0.010336759,-0.050479148,-0.052716303,0.11679546,-0.051586057,0.026902258,0.18409593
ts_gsr,6,PCB,1,-9.6280643e-05,0.0010046227,0.0037838608,0.016448388,-0.03342369,0.00092133216,-0.032502357,-0.033330248,0.10983678,-0.03322137,0.027864849,0.17425933
ts_gsr,6,PCB,2,0.002303593,0.0049282545,0.007205845,0.024778867,-0.033088995,-0.014080447,-0.047169442,-0.048936158,0.1015887,-0.048788362,0.030222093,0.19043256
ts_gsr,6,PCB,3,0.001514104,0.0045540928,0.0071382839,0.028921915,-0.030858847,-0.0037859397,-0.034644787,-0.03608404,0.10699607,-0.03587793,0.028233061,0.16660984
ts_gsr,6,PCB,4,0.005494566,0.0033076785,0.0082106314,0.027341523,-0.032514584,-0.017319101,-0.049833685,-0.051673759,0.096711492,-0.051432006,0.029719452,0.19866287
ts_gsr,6,PCB,5,0.0019852158,0.0049572057,0.0085841358,0.029315137,-0.036202449,-0.016413998,-0.052616447,-0.054445529,0.10376407,-0.053770404,0.026480569,0.18602678
ts_gsr,6,PCB,6,0.0048234849,0.0068585923,0.012800923,0.034759564,-0.038499167,-0.048145313,-0.086644481,-0.090930598,0.096297038,-0.090312576,0.027541671,0.21785006
ts_gsr,6,PCB,7,0.0013069715,0.00065632513,-0.00060560706,5.7826345e-05,-0.044975099,0.010127313,-0.034847785,-0.035138192,0.11209648,-0.034149597,0.024537382,0.21626797
ts_gsr,6,PCB,8,0.00066401844,0.00054413319,0.0071495849,0.026779845,-0.036841644,-0.0052351198,-0.042076764,-0.043776931,0.11287756,-0.043744682,0.027907502,0.17621571
ts_gsr,6,PCB,9,0.0010657284,0.0051544302,0.0095742893,0.03042361,-0.039714862,-0.025654349,-0.065369211,-0.068449167,0.10798554,-0.067771827,0.030895049,0.20117881
ts_gsr,6,PCB,10,0.0020536654,0.0058374544,0.0077296903,0.026542,-0.032230944,-0.019055479,-0.051286423,-0.053172123,0.099835275,-0.053008132,0.031224128,0.18939547
ts_gsr,6,PCB,11,0.00066176897,0.0027768703,0.0076733731,0.029376757,-0.032198597,-0.010056362,-0.042254959,-0.043539459,0.10305892,-0.042929764,0.031712511,0.17444451
ts_gsr,6,PCB,12,0.001525039,0.0030783165,0.010205745,0.038897053,-0.031438386,-0.017474018,-0.048912404,-0.050764959,0.10147069,-0.051246914,0.032600681,0.17444516
ts_gsr,6,PCB,13,-0.00012959701,0.0017549699,0.0070465383,0.027121129,-0.030955136,-0.0055011662,-0.036456302,-0.038056497,0.10619736,-0.037143041,0.025352967,0.16953506
ts_gsr,6,PCB,14,0.0053658452,0.0074167626,0.0099427466,0.031659081,-0.03551834,-0.020737516,-0.056255855,-0.05876345,0.10525584,-0.057964668,0.029062917,0.18939104
ts_gsr,7,DMT,1,0.00077725815,0.0022604703,0.0064698512,0.021161765,-0.034486572,-0.0054621316,-0.039948704,-0.041383467,0.10316888,-0.040759202,0.025104579,0.19356194
ts_gsr,7,DMT,2,0.0022375049,0.0024814583,0.0073624411,0.022387094,-0.033402559,-0.023351495,-0.056754054,-0.058687312,0.091371753,-0.056930845,0.027345508,0.21228738
ts_gsr,7,DMT,3,0.0052582282,0.005547124,0.012094026,0.028652599,-0.044929478,-0.07275051,-0.11767999,-0.12358307,0.089583269,-0.12414857,0.029562099,0.23638268
ts_gsr,7,DMT,4,-0.00079974786,0.00057034998,0.0054046622,0.01639523,-0.034727663,-0.0070433294,-0.041770992,-0.043125251,0.10174188,-0.043157544,0.025070511,0.20613577
ts_gsr,7,DMT,5,0.0024543032,0.0043034349,0.0074970586,0.026439581,-0.037189956,-0.0095018194,-0.046691775,-0.048375633,0.10824847,-0.047291018,0.033156334,0.18442309
ts_gsr,7,DMT,6,0.00051736139,0.00068706163,0.0014750287,0.0078392666,-0.035927697,0.0065840799,-0.029343618,-0.029771356,0.1198407,-0.028914059,0.03249761,0.1729191
ts_gsr,7,DMT,7,0.0042038432,0.005617245,0.008921887,0.033512488,-0.032825733,-0.010076266,-0.042901999,-0.044884577,0.10786164,-0.04446998,0.031305153,0.17370265
ts_gsr,7,DMT,8,0.0013063591,0.0025759897,0.0054360471,0.020232495,-0.040094629,-0.0079362648,-0.048030894,-0.049641309,0.11799499,-0.049474359,0.034333901,0.18725831
ts_gsr,7,DMT,9,0.0046521204,0.0050106748,0.0078229996,0.027537241,-0.033219291,-0.01464376,-0.047863051,-0.050053083,0.10292052,-0.049780973,0.028256239,0.18666411
ts_gsr,7,DMT,10,0.0064984757,0.0070556591,0.008769041,0.030204486,-0.035382746,-0.016684832,-0.052067577,-0.054101414,0.10883973,-0.054123457,0.028519957,0.1893419
ts_gsr,7,DMT,11,0.0039337985,0.0045769697,0.008428994,0.029706644,-0.036031133,-0.018896591,-0.054927724,-0.057835694,0.10730444,-0.057544325,0.028138172,0.19676606
ts_gsr,7,DMT,12,-0.0011672235,-0.00052188755,0.0024422873,0.0081127343,-0.036132212,0.0078923695,-0.028239842,-0.029008202,0.1198133,-0.028466424,0.027743668,0.1804984
ts_gsr,7,DMT,13,0.0032129865,0.0046270005,0.0054318038,0.018467833,-0.038553285,-0.0013810936,-0.039934379,-0.041599738,0.11644057,-0.041525762,0.030489357,0.19193593
ts_gsr,7,DMT,14,0.0024595659,0.0034990952,0.005863108,0.017967195,-0.037453281,-0.013008353,-0.050461633,-0.052899194,0.10409014,-0.05281628,0.025529224,0.21070408
ts_gsr,7,PCB,1,0.0015766579,0.0026622733,0.0039012559,0.013058505,-0.042055958,-0.0035015525,-0.04555751,-0.046780425,0.11746345,-0.046384137,0.030109232,0.19676155
ts_gsr,7,PCB,2,-0.0024821481,-0.00094912971,0.0066904645,0.018437505,-0.035491803,-0.014796049,-0.050287852,-0.052206081,0.096705333,-0.05286967,0.024654389,0.21517297
ts_gsr,7,PCB,3,0.0024943549,0.00327545,0.0061251661,0.016777302,-0.048482395,-0.01535651,-0.063838905,-0.066273432,0.11450159,-0.066298981,0.023911464,0.21404792
ts_gsr,7,PCB,4,0.0016001905,0.0039605805,0.0066395078,0.017802178,-0.039532078,-0.012498429,-0.052030508,-0.054258665,0.10654616,-0.053802223,0.027311161,0.21370186
ts_gsr,7,PCB,5,-0.0015125132,-0.00090036084,0.00020049445,0.0012273676,-0.046820413,0.00963877,-0.037181643,-0.037421348,0.12845418,-0.034799553,0.025112065,0.20466354
ts_gsr,7,PCB,6,-0.0054540845,-0.0049567596,-0.0036581678,-0.0097442263,-0.050491493,0.027388176,-0.023103316,-0.021709314,0.13280432,-0.020997529,0.028535345,0.2160944
ts_gsr,7,PCB,7,-0.00051647636,6.6684999e-05,0.0059341547,0.017681803,-0.044660634,-0.0099071248,-0.054567758,-0.056255258,0.11502909,-0.056614935,0.02757632,0.20939902
ts_gsr,7,PCB,8,-0.0047185066,-0.0024096172,0.00016233961,0.00059215316,-0.041254326,0.013853957,-0.027400369,-0.026878201,0.10746578,-0.026648521,0.029246687,0.21055893
ts_gsr,7,PCB,9,-0.00063192749,2.3068656e-05,0.0025490939,0.006941736,-0.046847421,0.0039910378,-0.042856383,-0.044092649,0.12768423,-0.042834711,0.028680862,0.20528671
ts_gsr,7,PCB,10,0.0063812723,0.0084026071,0.0099751041,0.026122178,-0.0365321,-0.038880793,-0.075412892,-0.078324005,0.089096655,-0.07673091,0.024247943,0.21716487
ts_gsr,7,PCB,11,0.0012443938,0.0015242595,0.00438614,0.015699984,-0.035920591,0.0019034725,-0.034017119,-0.035158398,0.11052866,-0.035629811,0.027156422,0.18997312
ts_gsr,7,PCB,12,0.0006682607,0.0016133147,0.0042166077,0.015535097,-0.039545158,-0.0014789978,-0.041024156,-0.042285983,0.11970982,-0.042292032,0.027740853,0.1873334
ts_gsr,7,PCB,13,-0.00090477696,0.00010332013,0.004245376,0.013348506,-0.047127186,-0.0023637889,-0.049490975,-0.050489416,0.12356263,-0.046586735,0.030173869,0.1953039
ts_gsr,7,PCB,14,-0.0017778836,-0.0011273887,0.0027129204,0.0085960269,-0.049178661,-0.0010365444,-0.050215206,-0.051455648,0.12403468,-0.050899338,0.024032958,0.20794333
ts_gsr,8,DMT,1,0.00084583327,0.00031759503,0.0050801797,0.018585776,-0.033787545,-0.00047788901,-0.034265434,-0.035563604,0.10573772,-0.035375566,0.026307645,0.17978389
ts_gsr,8,DMT,2,0.0025322641,0.0018452001,0.011173425,0.03505198,-0.037234184,-0.025263246,-0.06249743,-0.065222579,0.10551334,-0.064666314,0.031359346,0.19701934
ts_gsr,8,DMT,3,0.0011989417,0.0036154711,0.0074665857,0.023578981,-0.037621406,-0.013769557,-0.051390963,-0.053093307,0.10224903,-0.051838809,0.029676388,0.19277966
ts_gsr,8,DMT,4,0.0023514125,0.0057306592,0.0096169573,0.026528888,-0.044803908,-0.046189238,-0.090993147,-0.095306388,0.097622866,-0.09496307,0.025726068,0.22291419
ts_gsr,8,DMT,5,-0.00077116228,0.00095153324,0.0042380023,0.013775982,-0.037509922,0.0026672894,-0.034842633,-0.036353088,0.1223269,-0.036047615,0.028313128,0.17861851
ts_gsr,8,DMT,6,-0.00019918676,0.001070354,0.0037258768,0.014868813,-0.033623901,0.0020544214,-0.03156948,-0.03282432,0.11188686,-0.032465641,0.026283678,0.17174084
ts_gsr,8,DMT,7,0.00061315444,0.0011862433,0.0037477651,0.01504607,-0.037599062,0.0041784074,-0.033420654,-0.034344569,0.11893372,-0.033346189,0.027727079,0.17339321
ts_gsr,8,DMT,8,6.3637173e-05,-0.0018117001,0.00011073676,0.0005672952,-0.042970812,0.012843566,-0.030127246,-0.030369328,0.13436722,-0.030415254,0.035960862,0.17577743
ts_gsr,8,DMT,9,-0.00016406005,0.00101512,0.0057175228,0.020483991,-0.035660836,0.0017560568,-0.033904779,-0.035653009,0.11899758,-0.035595348,0.026970991,0.1772389
ts_gsr,8,DMT,10,-0.00091941405,-0.0024231242,0.002271476,0.0083746689,-0.039465352,0.0099281561,-0.029537196,-0.030625879,0.12629812,-0.030612336,0.030425735,0.17649127
ts_gsr,8,DMT,11,-0.00055713477,0.0017217119,0.0048769178,0.016238211,-0.030871215,0.00058581727,-0.030285398,-0.031055646,0.10102887,-0.030819948,0.030904387,0.18687264
ts_gsr,8,DMT,12,0.0014196197,0.002761071,0.0082767883,0.027935104,-0.029943955,-0.01207017,-0.042014125,-0.043952236,0.097475058,-0.042799719,0.025989033,0.18895831
ts_gsr,8,DMT,13,-0.00039272892,0.0019204321,0.0082352816,0.026361699,-0.032200647,-0.010966058,-0.043166705,-0.044469364,0.095572369,-0.043975403,0.03182108,0.18739083
ts_gsr,8,DMT,14,-0.0011182761,0.00051160468,0.0042372047,0.014429439,-0.036576963,-0.00068222877,-0.037259192,-0.038316894,0.10876364,-0.037940279,0.033001247,0.19065544
ts_gsr,8,PCB,1,0.0055032315,0.002508667,0.0074441641,0.024410546,-0.039236364,-0.012251305,-0.051487668,-0.053294061,0.10867706,-0.053228067,0.032506104,0.1923862
ts_gsr,8,PCB,2,-5.017996e-05,0.00088112908,0.0041628797,0.012454366,-0.041215804,-0.0075360793,-0.048751884,-0.05032588,0.10759351,-0.049867623,0.029410568,0.21435404
ts_gsr,8,PCB,3,-0.0021025432,-0.0022943058,0.0024564582,0.0079791376,-0.045463462,0.0083066696,-0.037156793,-0.037478138,0.13078996,-0.035317647,0.031372512,0.19131251
ts_gsr,8,PCB,4,0.0055640158,0.0025179049,0.011523137,0.02931421,-0.0398391,-0.041680567,-0.081519667,-0.085165167,0.095949264,-0.085049134,0.025676158,0.21786483
ts_gsr,8,PCB,5,0.0021200482,0.00016911719,0.0059125431,0.021312693,-0.03509949,-5.9187681e-06,-0.035105409,-0.036282826,0.11413271,-0.035693203,0.027307474,0.17798176
ts_gsr,8,PCB,6,0.0038379639,0.0040056871,0.0099272654,0.029215375,-0.037830253,-0.041428415,-0.079258668,-0.082448129,0.094117316,-0.081550786,0.030589463,0.21890958
ts_gsr,8,PCB,7,-0.0010079767,0.0027761076,0.0058750431,0.017514069,-0.048584314,-0.011283084,-0.059867398,-0.061721178,0.11728872,-0.061458115,0.033095473,0.20717952
ts_gsr,8,PCB,8,0.0046459895,0.0052186545,0.012194557,0.033749057,-0.038962687,-0.039271451,-0.078234138,-0.08206481,0.098047252,-0.081435185,0.025091592,0.209471
ts_gsr,8,PCB,9,0.0018303741,0.0026739838,0.0082789494,0.025955895,-0.035329815,-0.02236963,-0.057699445,-0.060211299,0.092821915,-0.059707297,0.023145997,0.20101479
ts_gsr,8,PCB,10,-0.00092935432,0.005659987,0.013807511,0.034326503,-0.038226172,-0.072821219,-0.11104739,-0.11610071,0.083419819,-0.11598281,0.024431536,0.22745458
ts_gsr,8,PCB,11,-0.00014903157,0.0062318501,0.013370319,0.034465686,-0.035572359,-0.05518504,-0.090757399,-0.094518433,0.088341074,-0.094094638,0.030761261,0.21778005
ts_gsr,8,PCB,12,-0.00043257969,0.0039652202,0.010096086,0.030091266,-0.03731795,-0.031215654,-0.068533604,-0.07147428,0.095840348,-0.071537395,0.02709307,0.20157888
ts_gsr,8,PCB,13,0.0012591206,0.0058422905,0.0091092541,0.028142937,-0.039790144,-0.028961567,-0.068751711,-0.07131037,0.098581798,-0.069869698,0.025747423,0.20413737
ts_gsr,8,PCB,14,0.00091616605,0.0018780096,0.0077023164,0.024829171,-0.038267655,-0.017644652,-0.055912307,-0.057697232,0.10439098,-0.056392197,0.027738788,0.19450891
ts_gsr,9,DMT,1,0.0020235009,0.0030380655,0.0045907654,0.01605098,-0.032065571,-0.0020489084,-0.034114479,-0.035116894,0.10310453,-0.034764777,0.026057597,0.18446619
ts_gsr,9,DMT,2,0.0025783135,0.0038546016,0.01020321,0.029776746,-0.04078939,-0.028382737,-0.069172126,-0.071850324,0.10378681,-0.071094051,0.028190475,0.20071181
ts_gsr,9,DMT,3,0.0049635073,0.006336384,0.0089794698,0.024725351,-0.037213418,-0.032811444,-0.070024863,-0.073103664,0.096027751,-0.072902683,0.026140744,0.21765535
ts_gsr,9,DMT,4,0.0049890824,0.0068312232,0.0099364315,0.026943528,-0.034102925,-0.046125431,-0.080228356,-0.083477708,0.084149576,-0.083376737,0.026515256,0.22668788
ts_gsr,9,DMT,5,0.0032946629,0.0051586612,0.0055642594,0.01953297,-0.039479516,-0.0054432246,-0.044922741,-0.04632488,0.11648238,-0.044173408,0.027940287,0.18980431
ts_gsr,9,DMT,6,0.0038989014,0.0055623706,0.0082114484,0.028337837,-0.033702093,-0.011015485,-0.044717578,-0.04679053,0.10774897,-0.046455264,0.027947754,0.18432738
ts_gsr,9,DMT,7,-9.3302421e-05,0.0032067623,0.0081420953,0.031060428,-0.033494665,-0.0055574043,-0.039052069,-0.04066265,0.11012781,-0.039868693,0.030302398,0.17063838
ts_gsr,9,DMT,8,-0.0019656811,0.00028154795,0.0070805861,0.026412865,-0.032934108,-0.0051539397,-0.038088047,-0.039428475,0.10876969,-0.038918313,0.030665187,0.17044195
ts_gsr,9,DMT,9,0.0013341978,0.0025909754,0.0055573209,0.021501298,-0.034675447,-0.0017120322,-0.03638748,-0.037734623,0.11237861,-0.037558067,0.029661034,0.17652732
ts_gsr,9,DMT,10,-0.00070392607,-0.0010972847,0.0024514666,0.0095160337,-0.035473438,0.003962128,-0.03151131,-0.032151878,0.11286178,-0.032339474,0.028177364,0.18279391
ts_gsr,9,DMT,11,0.004147165,0.0065757668,0.0089100963,0.029989133,-0.037191897,-0.016527652,-0.053719549,-0.056291316,0.10912668,-0.056547479,0.022677707,0.18822672
ts_gsr,9,DMT,12,0.00021432792,0.00028189599,0.0028018337,0.011050525,-0.037461695,0.0023240475,-0.035137647,-0.036050001,0.12010813,-0.035518855,0.024362578,0.17943697
ts_gsr,9,DMT,13,-0.00043214833,0.00016456149,0.0031603747,0.011961428,-0.037618489,0.00053869118,-0.037079798,-0.037694895,0.11852131,-0.03765246,0.03431747,0.17792384
ts_gsr,9,DMT,14,0.00052248664,0.002276821,0.0049074054,0.017371537,-0.03488676,-0.0077013529,-0.042588113,-0.044384353,0.10398199,-0.044011593,0.024921863,0.19499995
ts_gsr,9,PCB,1,0.0014791361,0.0015521756,0.0077007534,0.024824187,-0.034868597,-0.0040094195,-0.038878017,-0.040409402,0.10437889,-0.04019134,0.030987118,0.18651412
ts_gsr,9,PCB,2,0.0019018884,0.002474763,0.0060289039,0.023511505,-0.030557446,-0.0057257685,-0.036283214,-0.037635641,0.10316562,-0.036960882,0.024017786,0.17290742
ts_gsr,9,PCB,3,0.0042833451,0.0037420213,0.0067555586,0.02354794,-0.035586218,-0.0082896342,-0.043875853,-0.045630868,0.10791207,-0.045362663,0.02780556,0.18811815
ts_gsr,9,PCB,4,0.0048799395,0.0063693328,0.013272326,0.034645265,-0.043913857,-0.04322367,-0.087137528,-0.091481304,0.10381494,-0.091414854,0.028234811,0.21286622
ts_gsr,9,PCB,5,0.0012235607,0.0014192857,0.0069618254,0.024257435,-0.040531165,-0.0085023336,-0.049033499,-0.051160381,0.12201537,-0.050738466,0.028169226,0.17972497
ts_gsr,9,PCB,6,0.0026221851,0.0031545408,0.0056486064,0.018986867,-0.032113851,-0.010007887,-0.042121738,-0.043484433,0.096694889,-0.04332687,0.026979959,0.19403209
ts_gsr,9,PCB,7,0.00045847295,0.00087618569,0.0065827477,0.0242931,-0.037238297,-0.006484597,-0.043722894,-0.045677921,0.11445246,-0.045225932,0.028270099,0.1748323
ts_gsr,9,PCB,8,-0.00047632048,0.00076932509,0.0044193732,0.016429995,-0.031703687,-0.0053017654,-0.037005452,-0.037896072,0.098759679,-0.037600085,0.029665611,0.18894759
ts_gsr,9,PCB,9,0.0046604053,0.0052057044,0.010358802,0.03333217,-0.037663061,-0.033248486,-0.070911547,-0.073970672,0.09836599,-0.073364698,0.028527834,0.19835119
ts_gsr,9,PCB,10,0.0065822053,0.0069176439,0.0086521313,0.028438144,-0.034305969,-0.025602694,-0.059908663,-0.061968896,0.095279437,-0.061591118,0.024025319,0.19636023
ts_gsr,9,PCB,11,-0.0031011787,0.00032995088,0.0051780037,0.015202488,-0.045958854,-0.00080013007,-0.046758984,-0.048130946,0.12180665,-0.047180319,0.030434644,0.20073941
ts_gsr,9,PCB,12,0.00038815338,-0.00057465805,0.0041373025,0.015521369,-0.035118512,-0.0017798811,-0.036898393,-0.038408887,0.11484555,-0.037993656,0.02295997,0.17882381
ts_gsr,9,PCB,13,0.0066901927,0.0066606932,0.010375391,0.029900637,-0.0440592,-0.035444781,-0.079503981,-0.08325953,0.10459849,-0.08247604,0.028466032,0.21185771
ts_gsr,9,PCB,14,0.0032098298,0.0038590777,0.0076850719,0.023989039,-0.032869474,-0.024465566,-0.05733504,-0.05934259,0.090510446,-0.058874599,0.02510751,0.20263992
ts_gsr,10,DMT,1,0.0036464716,0.0041215175,0.0076487356,0.020261617,-0.04007976,-0.018989872,-0.059069632,-0.061221164,0.10411503,-0.060811977,0.026477527,0.21708439
ts_gsr,10,DMT,2,0.0022110195,0.0027389625,0.0083531434,0.024672654,-0.034490568,-0.025197649,-0.059688217,-0.062265373,0.094353402,-0.061954223,0.027970527,0.21057997
ts_gsr,10,DMT,3,-0.004944124,-0.0068825269,-0.00019500664,0.0017651841,-0.034476066,0.012535425,-0.02194064,-0.021616786,0.11364655,-0.020039948,0.02954991,0.18081748
ts_gsr,10,DMT,4,0.0024912342,0.0034640613,0.0084756812,0.027373402,-0.037589518,-0.018718304,-0.056307822,-0.058315558,0.10473254,-0.058081778,0.026884528,0.19268461
ts_gsr,10,DMT,5,-0.001231794,-0.0021973512,0.0015577883,0.0047606756,-0.04621587,0.0091049048,-0.037110965,-0.038123234,0.11320024,-0.037660552,0.025553441,0.22665081
ts_gsr,10,DMT,6,-0.00041403863,0.00074013761,0.0029863088,0.010447489,-0.034694525,0.0034031948,-0.031291331,-0.032350485,0.11368475,-0.032035238,0.029125803,0.1860489
ts_gsr,10,DMT,7,-0.0015708634,-0.001502913,0.0020822923,0.0077654868,-0.039802091,0.0065668273,-0.033235264,-0.034295002,0.12675696,-0.033576885,0.022771105,0.17601249
ts_gsr,10,DMT,8,0.00022238776,-0.0012840679,0.0005791381,0.0028502551,-0.050729848,0.0073348136,-0.043395034,-0.044549766,0.14071399,-0.043663225,0.032364984,0.20470922
ts_gsr,10,DMT,9,0.0010565624,0.0028373508,0.0057733647,0.015835357,-0.042315673,-0.0061570375,-0.048472711,-0.050631714,0.11528785,-0.050120833,0.031335832,0.20830328
ts_gsr,10,DMT,10,2.6898458e-05,0.00013459359,0.004782679,0.014254235,-0.046805196,-0.0046989835,-0.051504179,-0.053532525,0.12457422,-0.052960548,0.029331603,0.19694694
ts_gsr,10,DMT,11,0.0022075084,0.0044064005,0.006478281,0.020130812,-0.041262304,-0.013009512,-0.054271817,-0.056299384,0.112163,-0.056258969,0.02787102,0.2065395
ts_gsr,10,DMT,12,0.0077192692,0.010889958,0.013917934,0.039055275,-0.039377572,-0.049120704,-0.088498276,-0.092987139,0.099144191,-0.092365134,0.027249112,0.21718378
ts_gsr,10,DMT,13,0.0030859293,0.0050291312,0.0088810452,0.025814261,-0.036782273,-0.015387954,-0.052170227,-0.053973179,0.10111959,-0.05321812,0.02596118,0.19566917
ts_gsr,10,DMT,14,0.0056626228,0.0077846893,0.011111042,0.029815209,-0.047535151,-0.038421222,-0.085956373,-0.090076605,0.10714105,-0.090028664,0.018328453,0.207359
ts_gsr,10,PCB,1,-0.00012021319,0.0013518392,0.0038280803,0.011902511,-0.054381179,0.00053844639,-0.053842733,-0.055558313,0.14005978,-0.055445435,0.028826869,0.20544266
ts_gsr,10,PCB,2,-0.0060741618,-0.0029876417,-0.00038591756,-0.0013488556,-0.047931069,0.019387942,-0.028543127,-0.028284854,0.1256752,-0.028193127,0.031011236,0.20910268
ts_gsr,10,PCB,3,0.0054010417,0.004858726,0.0089264876,0.022339484,-0.062585089,-0.035655064,-0.098240154,-0.1033615,0.12538979,-0.10238258,0.023747916,0.22410965
ts_gsr,10,PCB,4,-0.0009021099,-0.00019884749,0.0018062551,0.007523688,-0.038388003,0.0070715742,-0.031316429,-0.031639093,0.11339441,-0.031304191,0.029777831,0.18991503
ts_gsr,10,PCB,5,0.00068501133,0.0011858685,0.0046797562,0.015923432,-0.043648676,-0.0040621559,-0.047710832,-0.048871476,0.12189116,-0.04820284,0.03171269,0.20071287
ts_gsr,10,PCB,6,0.0032986609,0.0040240478,0.0060877269,0.018796764,-0.035878499,-0.013840265,-0.049718763,-0.051181267,0.096817106,-0.05014133,0.027866906,0.19940364
ts_gsr,10,PCB,7,0.00070553244,0.0010709597,0.0050658021,0.017071822,-0.035709756,-0.004304912,-0.040014668,-0.041301421,0.11181445,-0.040953175,0.030357964,0.18678668
ts_gsr,10,PCB,8,-0.0027484843,-0.0019516152,0.0042900583,0.014353667,-0.034881397,-0.0016055178,-0.036486915,-0.037681628,0.10831422,-0.036887693,0.029193075,0.19061987
ts_gsr,10,PCB,9,0.0041933387,0.0043814984,0.0052445497,0.016982041,-0.038456124,-0.0072743576,-0.045730482,-0.047128798,0.11205867,-0.046781063,0.030065208,0.19470644
ts_gsr,10,PCB,10,-0.002176043,-0.0029340902,0.0020750609,0.0070205665,-0.048198485,0.0069458568,-0.041252628,-0.042209584,0.13040994,-0.041800962,0.029951201,0.20047514
ts_gsr,10,PCB,11,0.0033824726,0.0027178821,0.0076083726,0.024153774,-0.037567649,-0.015598481,-0.05316613,-0.055283119,0.10633228,-0.05513557,0.028178195,0.19799066
ts_gsr,10,PCB,12,0.0038774581,0.0041693086,0.0085610769,0.032489499,-0.02866705,-0.012639057,-0.041306107,-0.0426169,0.090098223,-0.04163994,0.031151758,0.17804695
ts_gsr,10,PCB,13,-0.00095858815,-0.0013593597,0.0055597487,0.018449857,-0.037256124,-0.0028546357,-0.040110759,-0.041323419,0.10876537,-0.040927307,0.027804213,0.19276787
ts_gsr,10,PCB,14,0.0020767448,0.0039270518,0.010261018,0.029909545,-0.034247835,-0.036589834,-0.070837669,-0.07320074,0.089286093,-0.073227479,0.028782741,0.20731163
ts_gsr,11,DMT,1,0.00048179884,0.0015100946,0.0042557919,0.014408585,-0.040475156,-0.0021093371,-0.042584493,-0.043624048,0.11839306,-0.042875166,0.029468955,0.18783034
ts_gsr,11,DMT,2,-0.00018518611,0.00024357376,0.0041928119,0.015965955,-0.036601911,-0.00018460365,-0.036786515,-0.037712161,0.11516646,-0.037453798,0.026917306,0.17745647
ts_gsr,11,DMT,3,-0.00097706888,-0.0013294111,-0.00079835814,-0.001222264,-0.037454231,0.012825794,-0.024628437,-0.024782531,0.12019509,-0.024021925,0.026172929,0.18404
ts_gsr,11,DMT,4,0.0014741952,0.0024493059,0.0044768048,0.014435293,-0.037804299,-0.0046586385,-0.042462938,-0.043647632,0.11453948,-0.043593785,0.035407698,0.19527265
ts_gsr,11,DMT,5,0.00013600696,0.0003473954,0.0045847927,0.018625454,-0.035696264,-0.0031939046,-0.038890169,-0.04016655,0.11663977,-0.039357244,0.037540671,0.18830016
