# partB21_inference_revision.py; one row per quantity; git=a9d9ca4
group,label,set,field,source,quoted_at,n,mean,committed_mean,check,p_exact,committed_p,p_tol,pct_lo,pct_hi,inv_lo,inv_hi,t_lo,t_hi,width_ratio,zero_in_pct,zero_in_inv,zero_in_t,n_neg,grid_violations,note
pickle,CCSpub rtr ts_demean global-bins,late,did,notes/review_results/inference_rows_ccs_pub.pkl,,14,-0.011591394376236384,np.float64(-0.011591394376236384),ok,0.2403564453125,0.2403564453125,1e-09,np.float64(-0.03017085367041929),np.float64(0.004855031396923524),-0.03177413684954977,0.007933822873995234,np.float64(-0.031561355515314374),np.float64(0.008378566762841606),np.float64(1.1336746993602063),yes,yes,yes,9,0,
pickle,CCSpub rtr ts_demean global-bins,trend_a_placebo_line,did,notes/review_results/inference_rows_ccs_pub.pkl,,14,-0.018198200979620882,np.float64(-0.018198200979620882),ok,0.0252685546875,0.0252685546875,1e-09,np.float64(-0.03341492570771885),np.float64(-0.004851087324549437),-0.03507016724176356,-0.0022167968481698517,np.float64(-0.034742770726306854),np.float64(-0.0016536312329349136),np.float64(1.1501735149486003),no,no,no,10,0,
pickle,CCSpub rtr ts_demean global-bins,trend_b_shared_slope,did,notes/review_results/inference_rows_ccs_pub.pkl,,14,-0.021860057877780736,np.float64(-0.021860057877780736),ok,0.0078125,0.0078125,1e-09,np.float64(-0.036607980145632234),np.float64(-0.008498941791453534),-0.03804900722747345,-0.006127075680287342,np.float64(-0.03790449430244973),np.float64(-0.005815621453111739),np.float64(1.135646518566886),no,no,no,11,0,
pickle,autocorr_deconv ts_gsr W60,primary,did,notes/review_results/inference_rows_deconv.pkl,S2_Text.md:7,14,-0.021985302890904408,np.float64(-0.021985302890904408),ok,0.0020751953125,0.0020751953125,1e-09,np.float64(-0.03269135329996358),np.float64(-0.011562223261906535),-0.03417390169831399,-0.010119636786137084,np.float64(-0.034226641393856186),np.float64(-0.009743964387952626),np.float64(1.1384408571886873),no,no,no,12,0,
pickle,autocorr_deconv ts_gsr W60,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.020331919220280326,np.float64(-0.020331919220280326),ok,0.00341796875,0.00341796875,1e-09,np.float64(-0.03087718483986024),np.float64(-0.0097486553725946),-0.03253875992511046,-0.008392171547160768,np.float64(-0.032500451108918645),np.float64(-0.008163387331642007),np.float64(1.1428428284779555),no,no,no,12,0,
pickle,autocorr_deconv ts_gsr W60,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.028540433088694892,np.float64(-0.028540433088694892),ok,0.0003662109375,0.0003662109375,1e-09,np.float64(-0.0384256563395205),np.float64(-0.01849372461932828),-0.04012005735172415,-0.01699334822550299,np.float64(-0.04009620831068563),np.float64(-0.016984657866704153),np.float64(1.1602843844178157),no,no,no,13,0,
pickle,autocorr_deconv ts_gsr W60,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.016741198732671953,np.float64(-0.016741198732671953),ok,0.0247802734375,0.0247802734375,1e-09,np.float64(-0.029630758191711085),np.float64(-0.003999724950190044),-0.031452747173466425,-0.002393511068036102,np.float64(-0.03141286200913508),np.float64(-0.0020695354562088267),np.float64(1.133752035339557),no,no,no,10,0,
pickle,autocorr_deconv ts_gsr W60,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.02383628505374801,np.float64(-0.02383628505374801),ok,0.0008544921875,0.0008544921875,1e-09,np.float64(-0.03455942189647392),np.float64(-0.01389437482273834),-0.03545644561333908,-0.012463256578430388,np.float64(-0.035572402182966686),np.float64(-0.012100167924529334),np.float64(1.1126608593179583),no,no,no,13,0,
pickle,autocorr_deconv ts_gsr W60,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.025533825157755104,np.float64(-0.025533825157755104),ok,0.00048828125,0.00048828125,1e-09,np.float64(-0.0351932291923921),np.float64(-0.01601931020522389),-0.03634873350731224,-0.01484122473465251,np.float64(-0.036503021723661384),np.float64(-0.014564628591848823),np.float64(1.1217064590214043),no,no,no,13,0,
pickle,sts_deconv ts_gsr W60,primary,did,notes/review_results/inference_rows_deconv.pkl,S2_Text.md:7,14,-0.07819359277964044,np.float64(-0.07819359277964044),ok,0.0013427734375,0.0013427734375,1e-09,np.float64(-0.11818023394480004),np.float64(-0.04238457438497419),-0.12213047956169673,-0.036190409030209744,np.float64(-0.12206397719623452),np.float64(-0.03432320836304637),np.float64(1.1338389431607772),no,no,no,13,0,
pickle,sts_deconv ts_gsr W60,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.07273356502401798,np.float64(-0.07273356502401798),ok,0.001708984375,0.001708984375,1e-09,np.float64(-0.11168960670279882),np.float64(-0.036700052993144196),-0.11635593575819142,-0.031172796616549238,np.float64(-0.11604022237389094),np.float64(-0.029426907674145013),np.float64(1.13593340575749),no,no,no,12,0,
pickle,sts_deconv ts_gsr W60,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.09587133081614785,np.float64(-0.09587133081614785),ok,0.0006103515625,0.0006103515625,1e-09,np.float64(-0.13538615116771524),np.float64(-0.05676528424604904),-0.14210338182539384,-0.05004303303503958,np.float64(-0.1414871498741921),np.float64(-0.050255511758103624),np.float64(1.1709403927341384),no,no,no,13,0,
pickle,sts_deconv ts_gsr W60,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.06405140235043454,np.float64(-0.06405140235043454),ok,0.0096435546875,0.0096435546875,1e-09,np.float64(-0.10892874436432867),np.float64(-0.023647719453346094),-0.114089206768564,-0.017430200072023047,np.float64(-0.11354591159505568),np.float64(-0.014556893105813387),np.float64(1.133417507557336),no,no,no,12,0,
pickle,sts_deconv ts_gsr W60,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.08208695639785189,np.float64(-0.08208695639785189),ok,0.0008544921875,0.0008544921875,1e-09,np.float64(-0.12110096594140997),np.float64(-0.04820648299173314),-0.1241219526238582,-0.042748084167200315,np.float64(-0.12389811182187474),np.float64(-0.040275800973829046),np.float64(1.1163241052527235),no,no,no,13,0,
pickle,sts_deconv ts_gsr W60,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.08558202752423553,np.float64(-0.08558202752423553),ok,0.0003662109375,0.0003662109375,1e-09,np.float64(-0.12205521161251692),np.float64(-0.0536469329448449),-0.12407718389522518,-0.048609100472894705,np.float64(-0.1243251215238611),np.float64(-0.04683893352460997),np.float64(1.103201029058998),no,no,no,13,0,
pickle,PhiR_deconv ts_gsr W60,primary,did,notes/review_results/inference_rows_deconv.pkl,S2_Text.md:9,14,0.017754052416858884,np.float64(0.017754052416858884),ok,0.0098876953125,0.0098876953125,1e-09,np.float64(0.006891282327772314),np.float64(0.0292558972513606),0.005093922712370739,0.030685558600580393,np.float64(0.00490215924941886),np.float64(0.030605945584298907),np.float64(1.144291371689024),no,no,no,3,0,
pickle,PhiR_deconv ts_gsr W60,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,0.017941917564738626,np.float64(0.017941917564738626),ok,0.0076904296875,0.0076904296875,1e-09,np.float64(0.0072538026634423455),np.float64(0.02931319527864861),0.005223997348915208,0.030846064868443372,np.float64(0.005259690713126021),np.float64(0.03062414441635123),np.float64(1.161503762432064),no,no,no,3,0,
pickle,PhiR_deconv ts_gsr W60,early,did,notes/review_results/inference_rows_deconv.pkl,,14,0.022895112127448918,np.float64(0.022895112127448918),ok,0.0108642578125,0.0108642578125,1e-09,np.float64(0.008655975366927965),np.float64(0.03823443327608832),0.0056610557824072795,0.04028039151255938,np.float64(0.005851280562204006),np.float64(0.03993894369269383),np.float64(1.1704239563966792),no,no,no,3,0,
pickle,PhiR_deconv ts_gsr W60,late,did,notes/review_results/inference_rows_deconv.pkl,,14,0.013641204648386843,np.float64(0.013641204648386843),ok,0.015869140625,0.015869140625,1e-09,np.float64(0.0037938529968822147),np.float64(0.02356954355019467),0.0028721791323441043,0.024774135273628387,np.float64(0.002458426260453608),np.float64(0.02482398303632008),np.float64(1.1075191575353447),no,no,no,3,0,
pickle,PhiR_deconv ts_gsr W60,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,0.01503735673092643,np.float64(0.01503735673092643),ok,0.0108642578125,0.0108642578125,1e-09,np.float64(0.005548369684050586),np.float64(0.025183209963724206),0.003753178732335951,0.026321506337181694,np.float64(0.0037811282219054367),np.float64(0.026293585239947424),np.float64(1.1494021485985262),no,no,no,2,0,
pickle,PhiR_deconv ts_gsr W60,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,0.015569480724817725,np.float64(0.015569480724817725),ok,0.0079345703125,0.0079345703125,1e-09,np.float64(0.00640200158646272),np.float64(0.025467082862807185),0.004873632416909029,0.026360581769088197,np.float64(0.004840276509064717),np.float64(0.026298684940570735),np.float64(1.1270316155871678),no,no,no,2,0,
pickle,sts_deconv ts_gsr global-bins,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.07716385732078244,np.float64(-0.07716385732078244),ok,0.0018310546875,0.0018310546875,1e-09,np.float64(-0.12303045038515148),np.float64(-0.03816254440132582),-0.1262413065885955,-0.03189738040916558,np.float64(-0.12595767306583175),np.float64(-0.02837004157573314),np.float64(1.1116561094061899),no,no,no,13,0,
pickle,sts_deconv ts_gsr global-bins,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.07660258033424358,np.float64(-0.07660258033424358),ok,0.001708984375,0.001708984375,1e-09,np.float64(-0.12109204134641924),np.float64(-0.037260894811552536),-0.12444202917121133,-0.03224978684330557,np.float64(-0.12425364408943994),np.float64(-0.028951516579047223),np.float64(1.099737342725732),no,no,no,13,0,
pickle,sts_deconv ts_gsr global-bins,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.09818752561994863,np.float64(-0.09818752561994863),ok,0.00048828125,0.00048828125,1e-09,np.float64(-0.14379703034645988),np.float64(-0.05739322126669845),-0.14800718739344476,-0.05004291512208242,np.float64(-0.14749343038938323),np.float64(-0.04888162085051403),np.float64(1.1337957587139378),no,no,no,13,0,
pickle,sts_deconv ts_gsr global-bins,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.06034492268144958,np.float64(-0.06034492268144958),ok,0.0203857421875,0.0203857421875,1e-09,np.float64(-0.11260831982557279),np.float64(-0.014931157410077672),-0.11576666386885565,-0.009042454617770052,np.float64(-0.1154419574197987),np.float64(-0.0052478879431004655),np.float64(1.0926219252470348),no,no,no,11,0,
pickle,sts_deconv ts_gsr global-bins,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.07599443365367756,np.float64(-0.07599443365367756),ok,0.0015869140625,0.0015869140625,1e-09,np.float64(-0.12196471643137594),np.float64(-0.03724541370359783),-0.12458453261048386,-0.03135192452237805,np.float64(-0.12468101811965923),np.float64(-0.027307849187695875),np.float64(1.100488378518445),no,no,no,13,0,
pickle,sts_deconv ts_gsr global-bins,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.08245230768145857,np.float64(-0.08245230768145857),ok,0.000732421875,0.000732421875,1e-09,np.float64(-0.12443214439271444),np.float64(-0.04672156240772803),-0.1270447894244064,-0.04134887572310094,np.float64(-0.1271089450071214),np.float64(-0.03779567035579575),np.float64(1.1027573274108513),no,no,no,13,0,
pickle,PhiR_deconv ts_gsr global-bins,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.003220218416316668,np.float64(-0.003220218416316668),ok,0.4105224609375,0.4105224609375,1e-09,np.float64(-0.009953816463692552),np.float64(0.004555717671446248),-0.011571369061920623,0.005149902643735951,np.float64(-0.01154243439409857),np.float64(0.005101997561465235),np.float64(1.1524333965458924),yes,yes,yes,10,0,
pickle,PhiR_deconv ts_gsr global-bins,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.003340968380820595,np.float64(-0.003340968380820595),ok,0.3782958984375,0.3782958984375,1e-09,np.float64(-0.01002270804656941),np.float64(0.003971963236358752),-0.011375041969419384,0.004754110851833603,np.float64(-0.011375674654047008),np.float64(0.0046937378924058176),np.float64(1.1525210199776996),yes,yes,yes,10,0,
pickle,PhiR_deconv ts_gsr global-bins,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.0033687934351779693,np.float64(-0.0033687934351779693),ok,0.4420166015625,0.4420166015625,1e-09,np.float64(-0.011344643904318665),np.float64(0.005033502470372438),-0.012735030483636955,0.006121589251358579,np.float64(-0.012724271467824358),np.float64(0.00598668459746842),np.float64(1.1513280748384556),yes,yes,yes,9,0,
pickle,PhiR_deconv ts_gsr global-bins,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.0031013584012276295,np.float64(-0.0031013584012276295),ok,0.443603515625,0.443603515625,1e-09,np.float64(-0.010361414444558105),np.float64(0.004754523957255476),-0.011714033559770538,0.005720634171803115,np.float64(-0.011773322574233523),np.float64(0.005570605771778264),np.float64(1.1533963203688284),yes,yes,yes,8,0,
pickle,PhiR_deconv ts_gsr global-bins,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.0048555423224529845,np.float64(-0.0048555423224529845),ok,0.21240234375,0.21240234375,1e-09,np.float64(-0.011872694144798612),np.float64(0.0024867211423452843),-0.01307143350940236,0.0033928476128831948,np.float64(-0.012999635439307437),np.float64(0.003288550794401467),np.float64(1.1465843694224904),yes,yes,yes,10,0,
pickle,PhiR_deconv ts_gsr global-bins,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.005559639401656277,np.float64(-0.005559639401656277),ok,0.152587890625,0.152587890625,1e-09,np.float64(-0.01235897515765125),np.float64(0.001683495151701771),-0.013483662615496935,0.002509706429260945,np.float64(-0.013507154531028399),np.float64(0.002387875727715846),np.float64(1.1389284572035347),yes,yes,yes,10,0,
pickle,autocorr_deconv ts_gsr run-standardised bins,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.35915041682995824,np.float64(-0.35915041682995824),ok,0.0001220703125,0.0001220703125,1e-09,np.float64(-0.47585339189730114),np.float64(-0.24865858391398843),-0.49133189347528394,-0.23113646181444494,np.float64(-0.4898675229953505),np.float64(-0.22843331066456593),np.float64(1.145252543270928),no,no,no,14,0,
pickle,autocorr_deconv ts_gsr run-standardised bins,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.35632959256694946,np.float64(-0.35632959256694946),ok,0.0001220703125,0.0001220703125,1e-09,np.float64(-0.474869804688986),np.float64(-0.24858849789804777),-0.4851840522053741,-0.231231206400282,np.float64(-0.48443392203622937),np.float64(-0.22822526309766955),np.float64(1.1222882234798108),no,no,no,14,0,
pickle,autocorr_deconv ts_gsr run-standardised bins,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.38600096504273707,np.float64(-0.38600096504273707),ok,0.0001220703125,0.0001220703125,1e-09,np.float64(-0.4825003336457322),np.float64(-0.28940360639856316),-0.49708691494442925,-0.27578542193867067,np.float64(-0.4974348060941626),np.float64(-0.27456712399131156),np.float64(1.146065477963729),no,no,no,14,0,
pickle,autocorr_deconv ts_gsr run-standardised bins,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.33766997825973516,np.float64(-0.33766997825973516),ok,0.0009765625,0.0009765625,1e-09,np.float64(-0.47315369651414874),np.float64(-0.20481174133156),-0.4898937319879496,-0.18679465327232486,np.float64(-0.4902156307457197),np.float64(-0.18512432577375063),np.float64(1.1295254911196653),no,no,no,11,0,
pickle,autocorr_deconv ts_gsr run-standardised bins,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.41483225091627723,np.float64(-0.41483225091627723),ok,0.0001220703125,0.0001220703125,1e-09,np.float64(-0.5384666648498198),np.float64(-0.29663966859488694),-0.5513217111391916,-0.27799985263149773,np.float64(-0.552640605446852),np.float64(-0.27702389638570246),np.float64(1.1302371643385891),no,no,no,14,0,
pickle,autocorr_deconv ts_gsr run-standardised bins,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.44115628433450443,np.float64(-0.44115628433450443),ok,0.0001220703125,0.0001220703125,1e-09,np.float64(-0.5575617846995559),np.float64(-0.3269238843768008),-0.5763107140989732,-0.30770930244422406,np.float64(-0.5744783176234165),np.float64(-0.30783425104559237),np.float64(1.164602224000773),no,no,no,14,0,
pickle,autocorr_deconv ts_demean W60,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.026351904851560963,np.float64(-0.026351904851560963),ok,0.0008544921875,0.0008544921875,1e-09,np.float64(-0.03802884815108176),np.float64(-0.015273537201599123),-0.039331843762140606,-0.013574278543666808,np.float64(-0.03926044913799444),np.float64(-0.013443360565127486),np.float64(1.13193642027816),no,no,no,12,0,
pickle,autocorr_deconv ts_demean W60,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.022994763966827727,np.float64(-0.022994763966827727),ok,0.0023193359375,0.0023193359375,1e-09,np.float64(-0.03446194668123002),np.float64(-0.011375085674191945),-0.03623257288132606,-0.009811860338005676,np.float64(-0.03614862341793845),np.float64(-0.009840904515717),np.float64(1.1444047129345984),no,no,no,12,0,
pickle,autocorr_deconv ts_demean W60,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.028030234523452997,np.float64(-0.028030234523452997),ok,0.000244140625,0.000244140625,1e-09,np.float64(-0.03884019267091264),np.float64(-0.017785791794170343),-0.040096887414700036,-0.015969308044257495,np.float64(-0.040056521391752725),np.float64(-0.016003947655153266),np.float64(1.1459637114203056),no,no,no,13,0,
pickle,autocorr_deconv ts_demean W60,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.02500924111404738,np.float64(-0.02500924111404738),ok,0.0059814453125,0.0059814453125,1e-09,np.float64(-0.03985904711789778),np.float64(-0.010563471251652029),-0.041842892746801634,-0.008388071236472644,np.float64(-0.04167850413818314),np.float64(-0.008339978089911625),np.float64(1.1419752137002879),no,no,no,11,0,
pickle,autocorr_deconv ts_demean W60,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.0294791268364694,np.float64(-0.0294791268364694),ok,0.0008544921875,0.0008544921875,1e-09,np.float64(-0.04280948649928447),np.float64(-0.01699410527738846),-0.044196553238744954,-0.01528275341277301,np.float64(-0.04417058116980413),np.float64(-0.014787672503134664),np.float64(1.1200221905477006),no,no,no,13,0,
pickle,autocorr_deconv ts_demean W60,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.028974282404712566,np.float64(-0.028974282404712566),ok,0.0010986328125,0.0010986328125,1e-09,np.float64(-0.04200771526497412),np.float64(-0.016473108133230774),-0.04364989554894545,-0.014550968133239058,np.float64(-0.04371397448790261),np.float64(-0.014234590321522519),np.float64(1.139587825478312),no,no,no,13,0,
pickle,sts_deconv ts_demean W60,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.10030921426824509,np.float64(-0.10030921426824509),ok,0.0003662109375,0.0003662109375,1e-09,np.float64(-0.1458519311550241),np.float64(-0.059091709517257764),-0.1506302990061561,-0.05164256240423243,np.float64(-0.1500859196049932),np.float64(-0.050532508931496974),np.float64(1.1409345750084479),no,no,no,13,0,
pickle,sts_deconv ts_demean W60,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.09348616436142028,np.float64(-0.09348616436142028),ok,0.0006103515625,0.0006103515625,1e-09,np.float64(-0.13747705956034104),np.float64(-0.052906091745838976),-0.14247574356916506,-0.045891977871174966,np.float64(-0.14188268989006492),np.float64(-0.045089638832775655),np.float64(1.1420439920923797),no,no,no,12,0,
pickle,sts_deconv ts_demean W60,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.11015396776279969,np.float64(-0.11015396776279969),ok,0.000244140625,0.000244140625,1e-09,np.float64(-0.15205692899907464),np.float64(-0.06979768997864412),-0.15801252833673163,-0.06280129243301341,np.float64(-0.1574976748054291),np.float64(-0.06281026072017029),np.float64(1.1574534002201362),no,no,no,13,0,
pickle,sts_deconv ts_demean W60,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.0924334114726013,np.float64(-0.0924334114726013),ok,0.001953125,0.001953125,1e-09,np.float64(-0.14602842546651446),np.float64(-0.044367627947283876),-0.15183927939909453,-0.036186843215657814,np.float64(-0.15111497648681949),np.float64(-0.033751846458383125),np.float64(1.1376306207076472),no,no,no,11,0,
pickle,sts_deconv ts_demean W60,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.10736504677456206,np.float64(-0.10736504677456206),ok,0.00048828125,0.00048828125,1e-09,np.float64(-0.15749392613198368),np.float64(-0.06348900566197133),-0.16153781797997108,-0.05513412436275853,np.float64(-0.16110722805462271),np.float64(-0.053622865494501404),np.float64(1.1318949378948244),no,no,no,13,0,
pickle,sts_deconv ts_demean W60,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.10698944134209908,np.float64(-0.10698944134209908),ok,0.0003662109375,0.0003662109375,1e-09,np.float64(-0.15400918299270946),np.float64(-0.06495565168027921),-0.15844517747339631,-0.056938144924631506,np.float64(-0.1579641832531096),np.float64(-0.056014699431088555),np.float64(1.1398428681356094),no,no,no,13,0,
pickle,PhiR_deconv ts_demean W60,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,0.034994701467344166,np.float64(0.034994701467344166),ok,0.0008544921875,0.0008544921875,1e-09,np.float64(0.018835748046502628),np.float64(0.05233891029651764),0.015458616120662176,0.05474098019743749,np.float64(0.015500286800176084),np.float64(0.05448911613451225),np.float64(1.172497204402182),no,no,no,1,0,
pickle,PhiR_deconv ts_demean W60,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,0.03213685474639812,np.float64(0.03213685474639812),ok,0.0013427734375,0.0013427734375,1e-09,np.float64(0.016775208293668555),np.float64(0.049040141633934456),0.013894726251839223,0.050969830235715434,np.float64(0.013534583969279635),np.float64(0.050739125523516615),np.float64(1.1490835450636847),no,no,no,1,0,
pickle,PhiR_deconv ts_demean W60,early,did,notes/review_results/inference_rows_deconv.pkl,,14,0.03325997988207533,np.float64(0.03325997988207533),ok,0.0052490234375,0.0052490234375,1e-09,np.float64(0.014670651938709279),np.float64(0.05198115925062896),0.011582892220430425,0.054920373016042065,np.float64(0.011796177978467395),np.float64(0.05472378178568327),np.float64(1.1615355544031025),no,no,no,2,0,
pickle,PhiR_deconv ts_demean W60,late,did,notes/review_results/inference_rows_deconv.pkl,,14,0.03638247873555923,np.float64(0.03638247873555923),ok,0.0008544921875,0.0008544921875,1e-09,np.float64(0.017392873199469236),np.float64(0.05965404099474585),0.013931254715743541,0.061034443300441485,np.float64(0.011750470097401943),np.float64(0.06101448737371651),np.float64(1.1145737574710965),no,no,no,1,0,
pickle,PhiR_deconv ts_demean W60,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,0.034022396867227765,np.float64(0.034022396867227765),ok,0.0013427734375,0.0013427734375,1e-09,np.float64(0.018092464077792872),np.float64(0.05157462424442498),0.014889399104555948,0.05328165506124651,np.float64(0.014874229886039252),np.float64(0.05317056384841628),np.float64(1.1466481184494122),no,no,no,2,0,
pickle,PhiR_deconv ts_demean W60,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,0.031562206825401715,np.float64(0.031562206825401715),ok,0.0037841796875,0.0037841796875,1e-09,np.float64(0.014987613300117414),np.float64(0.04789090686811427),0.01235622548973609,0.050813210247532783,np.float64(0.012678133869132774),np.float64(0.050446279781670655),np.float64(1.1687883062017108),no,no,no,3,0,
pickle,sts_deconv ts_demean global-bins,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.11354099268661437,np.float64(-0.11354099268661437),ok,0.001953125,0.001953125,1e-09,np.float64(-0.17120730128725395),np.float64(-0.05856183804174478),-0.17878960866752713,-0.04811272698870918,np.float64(-0.17859801280564344),np.float64(-0.0484839725675853),np.float64(1.1600723004175462),no,no,no,13,0,
pickle,sts_deconv ts_demean global-bins,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.1122128958946469,np.float64(-0.1122128958946469),ok,0.001953125,0.001953125,1e-09,np.float64(-0.1696580317996896),np.float64(-0.05737220831323858),-0.176087398812109,-0.048166841832903116,np.float64(-0.17618159366888791),np.float64(-0.04824419812040588),np.float64(1.1392404936553848),no,no,no,13,0,
pickle,sts_deconv ts_demean global-bins,early,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.12327332469274037,np.float64(-0.12327332469274037),ok,0.0009765625,0.0009765625,1e-09,np.float64(-0.17292160295534065),np.float64(-0.07278304246253835),-0.18049155779632417,-0.064890060448755,np.float64(-0.1807109381462133),np.float64(-0.06583571123926743),np.float64(1.1544154097948942),no,no,no,13,0,
pickle,sts_deconv ts_demean global-bins,late,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.10575512708171357,np.float64(-0.10575512708171357),ok,0.0072021484375,0.0072021484375,1e-09,np.float64(-0.17771266258472238),np.float64(-0.03956133706058208),-0.1862379436009134,-0.028371185874813652,np.float64(-0.1857004291729436),np.float64(-0.025809824990483524),np.float64(1.142708961547491),no,no,no,12,0,
pickle,sts_deconv ts_demean global-bins,trend_a_placebo_line,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.11807731654821065,np.float64(-0.11807731654821065),ok,0.00244140625,0.00244140625,1e-09,np.float64(-0.18276350862194055),np.float64(-0.058468838343517966),-0.19103757310297376,-0.046192973510172874,np.float64(-0.1903693388583317),np.float64(-0.04578529423808958),np.float64(1.1653323450502426),no,no,no,12,0,
pickle,sts_deconv ts_demean global-bins,trend_b_shared_slope,did,notes/review_results/inference_rows_deconv.pkl,,14,-0.12084345783392961,np.float64(-0.12084345783392961),ok,0.00244140625,0.00244140625,1e-09,np.float64(-0.18229543536472634),np.float64(-0.06106412756681403),-0.1908141969086079,-0.050322422035281554,np.float64(-0.19071857519879365),np.float64(-0.050968340469065565),np.float64(1.1588737053593487),no,no,no,13,0,
pickle,PhiR_deconv ts_demean global-bins,primary,did,notes/review_results/inference_rows_deconv.pkl,,14,0.0208667961245311,np.float64(0.0208667961245311),ok,0.09326171875,0.09326171875,1e-09,np.float64(0.0007082599400791956),np.float64(0.042257327861258576),-0.0035475434621847135,0.04545117447774734,np.float64(-0.0032660501806061545),np.float64(0.044999642429668356),np.float64(1.1792976447241856),no,yes,yes,3,0,
pickle,PhiR_deconv ts_demean global-bins,sensitivity,did,notes/review_results/inference_rows_deconv.pkl,,14,0.020617315326790033,np.float64(0.020617315326790033),ok,0.0921630859375,0.0921630859375,1e-09,np.float64(0.0006503127187756614),np.float64(0.04175113519592362),-0.003351492794115408,0.044634260810436546,np.float64(-0.0031174155423279414),np.float64(0.044352046195908004),np.float64(1.1675132202337806),no,yes,yes,3,0,
pickle,PhiR_deconv ts_demean global-bins,early,did,notes/review_results/inference_rows_deconv.pkl,,14,0.016685052885936743,np.float64(0.016685052885936743),ok,0.1998291015625,0.1998291015625,1e-09,np.float64(-0.0034875028045376582),np.float64(0.04005204736202765),-0.0073252119522102446,0.04212037993670781,np.float64(-0.008657431428534874),np.float64(0.04202753720040836),np.float64(1.1356477432531695),yes,yes,yes,5,0,
pickle,PhiR_deconv ts_demean global-bins,late,did,notes/review_results/inference_rows_deconv.pkl,,14,0.02421219071540659,np.float64(0.02421219071540659),ok,0.0831298828125,0.0831298828125,1e-09,np.float64(0.0013090560818521083),np.float64(0.050739384429702813),-0.0031856764100239012,0.053286270644106015,np.float64(-0.004417554094200936),np.float64(0.052841935525014115),np.float64(1.1424554305349945),no,yes,yes,4,0,
