variant,subject,condition,n_trs,mean_crosslag_deviation,signq_weighted_mean_deviation,slope_deviation_on_q,share_pairs_q_negative,mean_deviation_q_positive,mean_deviation_q_negative,sd_across_pairs,mean_abs_deviation,observed_sts,predicted_sts,residual,mean_pair_a,mean_pair_abs_q,w60_mean_crosslag_deviation,w60_signq_weighted_mean_deviation,w60_slope_deviation_on_q,w60_residual
ts_demean,5,DMT,840,-0.006185303812244915,-0.0005126021089808595,0.019380086098669595,0.2540045766590389,-0.0044892406251160494,-0.011166534433902668,0.04062133578874305,0.03227221300362002,1.2426535091217368,1.2469159702993793,-0.004262461177642507,0.8594304996648073,0.1995024161119009,-0.005640060345852711,0.0044765291631631305,0.023608037704797892,-0.0410820348113341
ts_demean,5,PCB,840,-0.007328919989738845,0.0014270433549745712,0.019018890802750658,0.3488939740655988,-0.004532193221752557,-0.012548172217882911,0.04177839982735216,0.03313080087035699,1.2660618179371192,1.2711834044320316,-0.005121586494912345,0.8624944263017102,0.19949315718302926,-0.0065261912277296,0.004779665033863322,0.02283892971481416,-0.041387878407631355
ts_demean,6,DMT,840,-0.004834895015830737,0.001723323144653341,0.027796961141359038,0.27093821510297483,-0.0021339562267804805,-0.012102792804609554,0.038483679588026155,0.03087483756488687,1.2611595478246507,1.2705770878793246,-0.009417540054673879,0.8647690004683144,0.198631769093599,-0.004846091445107081,0.005045207216394912,0.026707379454220883,-0.04816972404531065
ts_demean,6,PCB,840,-0.004248486987661778,0.0031845711415522866,0.02340882273949694,0.40427154843630814,-0.0008929536967026521,-0.009193150195660036,0.03568991313685335,0.028618003827258452,1.257926911755951,1.2663511054014418,-0.00842419364549074,0.8624978221572465,0.1666871360252127,-0.004010524087943214,0.006280340094558375,0.026013590010473292,-0.04442567985013156
ts_demean,7,DMT,840,-0.0036720736135199875,0.0011578465173885531,0.031766054273390645,0.14080854309687263,-0.0014631355304635613,-0.017150664386839376,0.03510621355500422,0.027779727424299547,1.2523032839028276,1.2667451378023558,-0.014441853899528123,0.8673325035908462,0.27324909831753313,-0.002303147846239238,0.004610196481858707,0.025310129322606782,-0.05599917958101164
ts_demean,7,PCB,840,-0.0060151882117271595,-0.00046220047316151535,0.00896442326649358,0.32250190694126624,-0.0047803741082464825,-0.00860923240924735,0.04367822723096274,0.03514404011106861,1.2069499440989482,1.2114837435423746,-0.004533799443426467,0.8528993550604452,0.23679366868935073,-0.0057412005733715145,0.0014188664096524675,0.012440674388897144,-0.037900587476326984
ts_demean,8,DMT,840,-0.006260690789355975,-0.0024652881150869534,0.023254892166631326,0.1397406559877956,-0.005071714108762493,-0.013580166228075024,0.041983710945419424,0.0337251896952229,1.2243436405120258,1.2275921473280147,-0.003248506815988872,0.8581306019350365,0.230641260742332,-0.006096633917343777,0.0017044305206367042,0.021036335580777443,-0.037162365541032825
ts_demean,8,PCB,840,-0.007842697571313605,-0.0009773929540481435,0.023232837544552083,0.2112890922959573,-0.005591459709259792,-0.016246235294648047,0.037647110329294964,0.030198095717996476,1.3596472015864136,1.3602336354326148,-0.000586433846201162,0.8783601605434742,0.2365973829171831,-0.007199000790781024,0.0037019124566536506,0.027330290560591164,-0.04719399742367863
ts_demean,9,DMT,840,-0.007880234102776544,-0.00771407330765456,0.023345887434695727,0.004424103737604882,-0.007831802411536614,-0.01877903469007954,0.041272353422578956,0.03291880036712926,1.1775641055856083,1.1615658969764966,0.01599820860911172,0.8531188467001527,0.44540798430697326,-0.004417217628272585,-0.0007990664521360278,0.02295830121258338,-0.04560652755428695
ts_demean,9,PCB,840,-0.009379061092623141,-0.0067936973987854105,0.031427925581000216,0.05736079328756674,-0.008578445696001219,-0.02253598273019458,0.04254150296913366,0.03486596752902259,1.2585954352258293,1.25059940571588,0.007996029509949265,0.8606096041092768,0.2996541370372048,-0.00929525199403397,-0.00045502257284721836,0.03017277922523522,-0.03701094831383346
ts_demean,10,DMT,840,-0.012332552545757108,-0.007657366486736159,0.021863117606957392,0.11853546910755149,-0.011339037665108461,-0.019720620731584496,0.043251156608791905,0.03570495227289262,1.189716409563522,1.1767059984826818,0.013010411080840223,0.8506236487354548,0.2922522882694534,-0.012029421560813245,-0.0020859937195788656,0.025488789472710164,-0.024942369387408212
ts_demean,10,PCB,840,-0.01318266910593132,-0.010373588314790752,0.01239926492692881,0.09397406559877956,-0.012999769943831719,-0.01494604268338183,0.041809642689991454,0.035407922928859026,1.176955401130386,1.154681207671348,0.022274193459038027,0.8490174880229022,0.2819207323538451,-0.011802490351746533,-0.004474331780125225,0.020385054552066045,-0.013635291819398583
ts_demean,11,DMT,840,-0.005122947603249233,0.0010314128080090284,0.020515624886840285,0.2796338672768879,-0.0028398994687420104,-0.011004318738624636,0.04108534299746839,0.033100461665319915,1.1864725818926027,1.1925980678062376,-0.0061254859136348205,0.8507033556221995,0.19092486261428782,-0.004797124634390358,0.0033628501095384887,0.020238968140518898,-0.03727747762319191
ts_demean,11,PCB,840,-0.0031563985062008923,0.002719179290908658,0.01613264331468879,0.410373760488177,-0.00037075963211392,-0.007158812724916934,0.04291615244202564,0.03482280245355896,1.2526353813669662,1.2663120405681338,-0.013676659201167674,0.8631721102410627,0.20670732684711016,-0.0031213393262255434,0.005330789700623188,0.01984406790926484,-0.049910385603149206
ts_demean,12,DMT,840,-0.0041768134979398635,-0.003987531041951626,0.023554311480579057,0.0036613272311212816,-0.004097173362347934,-0.025848885395893657,0.0407288134506934,0.0320796290370248,1.1779724307601382,1.1780497921307316,-7.736137059333181e-05,0.8581621927670714,0.46519167711696097,-0.005425833951665203,-0.002220101635238038,0.027940213335523625,-0.05694333378336109
ts_demean,12,PCB,840,-0.013596632746552284,-0.012569864128975039,0.020637182745961553,0.021967963386727688,-0.013377116441981092,-0.02336968155631542,0.042426109882063585,0.03554075677428203,1.1600707668035197,1.1259409011787564,0.03412986562476328,0.8465406628619939,0.3659568489551237,-0.012945014665491084,-0.005822157680504624,0.031445248880295464,-0.007295271678913894
ts_demean,13,DMT,840,-0.018182792960858906,-0.01762586563639269,0.010745149012956014,0.016018306636155607,-0.01819579512441738,-0.017384088627981163,0.04362991411167509,0.037928244412714196,1.0605329545569977,1.0179401935572558,0.04259276099974185,0.8240651193876347,0.34509612017920865,-0.014626655510730379,-0.008080054888799391,0.022635284502991466,0.00023486997528397526
ts_demean,13,PCB,840,-0.009680817676898358,-0.0032046268351729355,0.02309923521991723,0.19221967963386727,-0.007975834634242432,-0.016845805939488156,0.0656949079862,0.05273356224879804,1.2098716410971198,1.2131045792936492,-0.003232938196529478,0.8562714056592636,0.25954375928582507,-0.008425859370809823,0.0008557071891202122,0.02533464325057318,-0.03961128279053604
ts_demean,14,DMT,840,-0.0076210530523286866,0.0020895831648609143,0.024746347823963614,0.3392829900839054,-0.004185959952938263,-0.014310526169891598,0.04270552255082835,0.03511114089701959,1.1426216560301377,1.151317002109212,-0.008695346079074406,0.8447431214938664,0.21201276180334183,-0.0049543580418345366,0.002300138898121568,0.014944696145134611,-0.042396247297595745
ts_demean,14,PCB,840,0.0013040713593131406,0.002964833992036495,0.019931583146086514,0.16445461479786422,0.0025545622218456146,-0.005049303830010014,0.03754079583597568,0.030075252589572478,1.2361667230410733,1.2521669064121637,-0.016000183371090326,0.8604685000907832,0.2262299580087744,-0.000638677650357867,0.005232299038710794,0.022473571858466164,-0.05120004692577069
