region_index,name,cortical,sts_pcb_pre,rtr_pcb_pre,sts_minus_rtr,r1_windowed,r1_span
0,LH_Vis_1,True,1.2082866530404128,0.0052695469749254225,1.2030171060654877,0.8250993882888366,0.8390263258383753
1,LH_Vis_2,True,1.2520942509282287,0.028109915786154703,1.2239843351420738,0.8342178057720838,0.8528381696783324
2,LH_Vis_3,True,1.2788201300859765,0.029765031627816123,1.2490550984581599,0.8421619953765062,0.8568114389222428
3,LH_Vis_4,True,1.2868224989418275,0.02762642183986863,1.2591960771019592,0.8437273323441007,0.861180147665767
4,LH_Vis_5,True,1.2848745397575743,0.019087531653071723,1.2657870081045026,0.8375566438258213,0.8524093971388782
5,LH_Vis_6,True,1.3017138849115395,0.02437836380559081,1.2773355211059485,0.8427834906314995,0.8556735559824346
6,LH_Vis_7,True,1.3150834148398538,0.016760395945783123,1.2983230188940704,0.8429964244359355,0.8623404677431054
7,LH_Vis_8,True,1.2851335979564575,0.033196078409990476,1.2519375195464673,0.8421787126494811,0.8582097604062453
8,LH_Vis_9,True,1.3041321710898244,0.0290913880505899,1.275040783039234,0.8413704003774549,0.8551669283926252
9,LH_SomMot_1,True,1.3018892251329077,0.026815330952891858,1.275073894180016,0.8516565773959847,0.8661553549109404
10,LH_SomMot_2,True,1.2650047602757446,0.018901435372384156,1.2461033249033606,0.8340100289900656,0.8542825582241147
11,LH_SomMot_3,True,1.2865529694124633,0.03697368441637442,1.2495792849960894,0.8471760203033954,0.8632781706017225
12,LH_SomMot_4,True,1.2768222764618218,0.02876109251252032,1.2480611839493014,0.847742292092702,0.8583321008050435
13,LH_SomMot_5,True,1.303691131594548,0.03781379984436251,1.2658773317501855,0.8571157341007124,0.8802741762752896
14,LH_SomMot_6,True,1.3240137465521988,0.03341498314447257,1.2905987634077267,0.853096005240918,0.8765672646219317
15,LH_DorsAttn_Post_1,True,1.3100301259376563,0.016280952893462906,1.2937491730441935,0.83774735424433,0.8577161039265295
16,LH_DorsAttn_Post_2,True,1.2972184506429023,0.029488893959729385,1.267729556683173,0.8457832240112741,0.8650150041221031
17,LH_DorsAttn_Post_3,True,1.346142820442412,0.01649906996500868,1.3296437504774032,0.8540352325131418,0.8719007187443265
18,LH_DorsAttn_Post_4,True,1.2973893469732611,0.028130696298564416,1.2692586506746968,0.8476657498411352,0.8651864631418608
19,LH_DorsAttn_Post_5,True,1.3359195418787577,0.013196920836135677,1.3227226210426224,0.8507900389814594,0.8684957338881661
21,LH_DorsAttn_PrCv_1,True,1.2968138198954005,0.019060636857830788,1.27775318303757,0.8490757655664698,0.86609896744278
22,LH_DorsAttn_FEF_1,True,1.253098904867932,0.01511754314760266,1.2379813617203297,0.8282440431579291,0.8508406014682336
23,LH_SalVentAttn_ParOper_1,True,1.3429020976126933,0.029166372735269095,1.3137357248774237,0.8685397038128028,0.8851798362150005
24,LH_SalVentAttn_FrOperIns_1,True,1.2789857129870845,0.015651880156673636,1.263333832830411,0.8451005567806561,0.8579264166872782
25,LH_SalVentAttn_FrOperIns_2,True,1.306497321207502,0.02671242742813393,1.2797848937793683,0.8483950241958534,0.8653184665890017
26,LH_SalVentAttn_PFCl_1,True,1.322795215941303,0.019326772328156324,1.3034684436131467,0.8567127617470772,0.8747008068918091
27,LH_SalVentAttn_Med_1,True,1.2851074202258268,0.016278476494763543,1.2688289437310634,0.8447517533823719,0.8610703509251497
28,LH_SalVentAttn_Med_2,True,1.2411624606222962,0.01310908615820095,1.228053374464095,0.8327348337913111,0.8476502412813128
29,LH_SalVentAttn_Med_3,True,1.300365728978783,0.02082831703263337,1.2795374119461498,0.8479161759030485,0.8648728090064094
30,LH_Limbic_OFC_1,True,1.359685091497946,0.01315179772106519,1.3465332937768808,0.8587658704750892,0.8749714897569145
31,LH_Limbic_TempPole_1,True,1.3006793637698577,0.008391880235071338,1.2922874835347866,0.8381658247628464,0.8537743516933761
32,LH_Limbic_TempPole_2,True,1.2614082536324989,0.011263313646700928,1.2501449399857982,0.8346137645468646,0.8490257682256999
33,LH_Cont_Par_1,True,1.3477521484536503,0.023579286943187314,1.3241728615104633,0.8663254851795251,0.8823432471320085
34,LH_Cont_PFCl_1,True,1.3347629179557725,0.02383147499950315,1.3109314429562693,0.8563817727594912,0.8751964341542589
35,LH_Cont_pCun_1,True,1.3472163702522908,0.016308404298284077,1.3309079659540066,0.8512644308015496,0.8685593286481262
36,LH_Cont_Cing_1,True,1.3054942894730392,0.026833660952000328,1.278660628521039,0.8470428835409203,0.8650843862023088
37,LH_Default_Temp_1,True,1.3209482338287464,0.017206708109732485,1.303741525719014,0.8543652214351781,0.8714510245465552
38,LH_Default_Temp_2,True,1.3139356172891694,0.012234571968474944,1.3017010453206943,0.8385820062442623,0.8552449888256455
39,LH_Default_Par_1,True,1.2797964641141417,0.011070029526934142,1.2687264345872076,0.8408539706294389,0.8522730266817655
40,LH_Default_Par_2,True,1.3009099498905792,0.0416158644292021,1.2592940854613768,0.8533304530040008,0.8705867162628541
41,LH_Default_PFC_1,True,1.1918996745837327,0.011782825754960707,1.180116848828772,0.825520588406126,0.8361555243013722
42,LH_Default_PFC_2,True,1.302726489700005,0.016499751439927504,1.286226738260078,0.8431010021826857,0.8616870170331749
43,LH_Default_PFC_3,True,1.3396095840113487,0.02772856906400924,1.311881014947339,0.8560352041153128,0.8789016837920064
44,LH_Default_PFC_4,True,1.3097703967233623,0.026818974128490734,1.2829514225948715,0.8588583799863081,0.8696738283700076
45,LH_Default_PFC_5,True,1.3308169868043862,0.03315883794330642,1.2976581488610799,0.8653794349190915,0.8826519471875359
46,LH_Default_PFC_6,True,1.3110025587022751,0.029015376406355233,1.2819871822959197,0.8462973563539098,0.8637746159244475
47,LH_Default_PFC_7,True,1.2837745509583693,0.025712708306180696,1.2580618426521888,0.844106186819647,0.8603421597613979
48,LH_Default_pCunPCC_1,True,1.3012406278410242,0.017399066227726218,1.283841561613298,0.8419911425168847,0.8618756586112472
49,LH_Default_pCunPCC_2,True,1.3361858264954591,0.03877816330071931,1.29740766319474,0.8641151909162313,0.8826433261944803
50,RH_Vis_1,True,1.2850454807081861,0.008637991744379294,1.2764074889638066,0.8355433766469259,0.8517784955811336
51,RH_Vis_2,True,1.2699591196757505,0.03182119858117275,1.238137921094578,0.8436253883076484,0.8589282456358619
52,RH_Vis_3,True,1.303834811833768,0.024324390152478247,1.2795104216812898,0.8409136623626473,0.860913809509391
53,RH_Vis_4,True,1.2562337096026088,0.022860535855915614,1.233373173746693,0.8330275187411139,0.8548421929292394
54,RH_Vis_5,True,1.3099627946058032,0.023065918036805695,1.2868968765689974,0.848169691349708,0.8610976827966402
55,RH_Vis_6,True,1.2875189667076832,0.027927253546891666,1.2595917131607917,0.8448177659756324,0.859083997840142
56,RH_Vis_7,True,1.2925014838680764,0.03056548657634074,1.2619359972917354,0.8415989515630802,0.8597269069005499
57,RH_Vis_8,True,1.3008957470755769,0.032438320605987496,1.2684574264695894,0.8458803656238938,0.8628751558552346
58,RH_SomMot_1,True,1.2644394545934097,0.028109112646195086,1.2363303419472145,0.8377587398501027,0.8521445935667611
59,RH_SomMot_2,True,1.2592498625172681,0.02931268272119166,1.2299371797960763,0.8425510774237025,0.8532517782909486
60,RH_SomMot_3,True,1.2793866804783034,0.033789147515074267,1.2455975329632294,0.8525883638604913,0.8642156614543276
61,RH_SomMot_4,True,1.2928750127755946,0.027242854059866133,1.2656321587157282,0.8526735287631977,0.8635209517970471
62,RH_SomMot_5,True,1.3016769565074822,0.030614185706896533,1.2710627708005855,0.8524001177934194,0.8639893023195743
63,RH_SomMot_6,True,1.330701826240737,0.03616909519142034,1.2945327310493167,0.8627270330848819,0.8799644716725342
64,RH_SomMot_7,True,1.3028413703194228,0.03900998080738669,1.263831389512036,0.8462321770697753,0.8670703977398801
65,RH_SomMot_8,True,1.3143699026259041,0.030899684589392212,1.2834702180365116,0.852981107345242,0.8736838898477967
66,RH_DorsAttn_Post_1,True,1.3188852512114206,0.019251567970171846,1.2996336832412487,0.8427821122577196,0.8639155103429347
67,RH_DorsAttn_Post_2,True,1.3265134991097938,0.03427857680930624,1.2922349223004874,0.845930749465875,0.8680371265343643
68,RH_DorsAttn_Post_3,True,1.3407439088348991,0.020630635257060097,1.3201132735778391,0.8603524915078292,0.8755801953894633
69,RH_DorsAttn_Post_4,True,1.3374437902755691,0.020092110550708635,1.3173516797248601,0.8542634503134924,0.8714030858466301
70,RH_DorsAttn_Post_5,True,1.2826247697579374,0.025616661326170607,1.257008108431767,0.8371559004439761,0.8613149557922265
71,RH_DorsAttn_PrCv_1,True,1.301122701078853,0.021514663300380148,1.279608037778473,0.8481691123191833,0.8666618185864643
72,RH_DorsAttn_FEF_1,True,1.2711653056350676,0.01585380405102505,1.2553115015840424,0.8264123456033164,0.8528210223804006
73,RH_SalVentAttn_TempOccPar_1,True,1.3288778539862232,0.010213930078643388,1.31866392390758,0.8547597774599751,0.8684703973796525
74,RH_SalVentAttn_TempOccPar_2,True,1.2856439889177351,0.035465137347400734,1.250178851570334,0.84912742723942,0.8630566848117613
75,RH_SalVentAttn_FrOperIns_1,True,1.2939337955188333,0.026490569796898622,1.2674432257219344,0.8475391287764704,0.8654788500532729
76,RH_SalVentAttn_Med_1,True,1.3117950752597154,0.015987931924636087,1.2958071433350793,0.842434420378534,0.8608657621680058
77,RH_SalVentAttn_Med_2,True,1.3055469337629162,0.025856391624541085,1.2796905421383753,0.8502779389296846,0.8664132490992041
78,RH_Limbic_OFC_1,True,1.3634835804282026,0.0120916777337873,1.3513919026944154,0.8741667422193325,0.8866702888321962
79,RH_Limbic_TempPole_1,True,1.3115842051157318,0.009144584850539563,1.3024396202651922,0.8393640694172291,0.8556972389671781
80,RH_Cont_Par_1,True,1.3386906888025407,0.03550872790361946,1.3031819608989215,0.8740787601884424,0.8925184509565225
81,RH_Cont_Par_2,True,1.2978893925019814,0.03997071792591771,1.257918674576064,0.8573254061360015,0.8737242067796628
82,RH_Cont_PFCl_1,True,1.3230081602590527,0.030507503422852432,1.2925006568362005,0.8625542048814407,0.879914400158883
83,RH_Cont_PFCl_2,True,1.3341916381771186,0.03299656167539211,1.3011950765017268,0.8637119590382688,0.8830822303894016
84,RH_Cont_PFCl_3,True,1.3229983818524826,0.027444366072613118,1.2955540157798697,0.8593687118456496,0.8869669789643634
85,RH_Cont_PFCl_4,True,1.3059987896435268,0.039456992761852515,1.2665417968816743,0.8624523755601834,0.8782774055118742
86,RH_Cont_Cing_1,True,1.3104866216801088,0.03138475822663602,1.2791018634534728,0.8518883720356143,0.8702255214127216
87,RH_Cont_PFCmp_1,True,1.2988117621540294,0.025977434586157977,1.2728343275678713,0.850298630742703,0.865210989813183
88,RH_Cont_pCun_1,True,1.3418531049362135,0.027657329280550338,1.3141957756556633,0.8661927014268119,0.8839626274620273
89,RH_Default_Par_1,True,1.3199355823019592,0.041013624333081776,1.2789219579688775,0.8588375169893758,0.874516930083023
90,RH_Default_Temp_1,True,1.2369558789511375,0.02384372475339618,1.2131121541977414,0.8301217691135803,0.8505620197590782
91,RH_Default_Temp_2,True,1.2604517823292622,0.010593239343110353,1.2498585429861517,0.8343462802656326,0.8545342129609094
92,RH_Default_Temp_3,True,1.2926429698790394,0.010674226203722393,1.2819687436753167,0.8405276897901214,0.8537247380065606
93,RH_Default_PFCv_1,True,1.2545738736809284,0.021743433202800647,1.2328304404781274,0.8353743585201874,0.8508209849480695
94,RH_Default_PFCv_2,True,1.2954808038656427,0.023240412370383795,1.272240391495259,0.8436949412655894,0.8635064478581321
95,RH_Default_PFCdPFCm_1,True,1.321989457011813,0.0315208220945852,1.290468634917228,0.8557214342901689,0.8756492524337964
96,RH_Default_PFCdPFCm_2,True,1.317070683118858,0.0348471483530228,1.2822235347658353,0.8681138240997035,0.8852342151839595
97,RH_Default_PFCdPFCm_3,True,1.3335343656509038,0.03125232870523766,1.302282036945666,0.8618567731194785,0.8771897481626325
98,RH_Default_pCunPCC_1,True,1.3071087889906163,0.013769186920242375,1.2933396020703742,0.8401498871954726,0.8596954953746289
99,RH_Default_pCunPCC_2,True,1.3318155617950764,0.037507837771474616,1.2943077240236018,0.8594722938650371,0.8794889064310967
100,SUB_1,False,1.2661546299023294,0.01009538356121393,1.2560592463411158,0.8367156202252378,0.8527737657169882
101,SUB_2,False,1.217470140022775,0.00572664977293638,1.211743490249839,0.8251910113113919,0.8400607121446432
102,SUB_3,False,1.1486610626601803,0.0033190652794950217,1.145341997380685,0.8118316724151472,0.82564352196302
