# rev_regional_phir.py EXPLORATORY series=raw variant=ts_gsr estimator=global regions=115 excluded_regions=20 pre=bins1-8 post=bins11-28 signflip=exact2^14 two-sided fdr=BH q=0.05 spin=rotated_Schaefer_100 (10000 rotations, cortical only) bootstrap=10000 seed=20261120
orig_index,name,yeo_network,did_mean,did_sd,p_signflip,bh_significant,n_pos_of_14,dmt_change,pcb_change,pre_level_dmt
56,RH_Vis_7,1,-0.006238,0.025861,0.38220215,0,5,-0.012301,-0.006063,0.033272
57,RH_Vis_8,1,-0.010058,0.026153,0.17211914,0,5,-0.017991,-0.007932,0.040482
58,RH_SomMot_1,2,-0.010039,0.020719,0.09545898,0,4,-0.004536,0.005503,0.029299
59,RH_SomMot_2,2,-0.003671,0.018224,0.47827148,0,6,-0.003892,-0.000222,0.026218
60,RH_SomMot_3,2,-0.010779,0.022053,0.09106445,0,4,-0.007949,0.002829,0.037192
61,RH_SomMot_4,2,-0.004662,0.020960,0.41271973,0,7,-0.007740,-0.003078,0.028696
62,RH_SomMot_5,2,-0.007639,0.026669,0.29772949,0,4,-0.006809,0.000830,0.029056
63,RH_SomMot_6,2,-0.005586,0.032974,0.53320312,0,8,-0.009478,-0.003892,0.032245
64,RH_SomMot_7,2,0.002408,0.025322,0.72131348,0,8,-0.007191,-0.009599,0.025376
65,RH_SomMot_8,2,-0.001795,0.030798,0.82617188,0,7,-0.008058,-0.006263,0.029084
66,RH_DorsAttn_Post_1,3,-0.006653,0.021931,0.27099609,0,4,-0.007078,-0.000425,0.023067
67,RH_DorsAttn_Post_2,3,-0.002948,0.022145,0.62145996,0,6,-0.008608,-0.005660,0.031619
68,RH_DorsAttn_Post_3,3,-0.011408,0.013952,0.01269531,0,5,-0.009518,0.001889,0.027569
69,RH_DorsAttn_Post_4,3,-0.003427,0.017443,0.47583008,0,5,-0.004218,-0.000791,0.023019
70,RH_DorsAttn_Post_5,3,-0.000049,0.011977,0.98791504,0,6,-0.005840,-0.005791,0.023305
71,RH_DorsAttn_PrCv_1,3,-0.009709,0.023101,0.13757324,0,4,-0.010716,-0.001007,0.029797
72,RH_DorsAttn_FEF_1,3,-0.007730,0.020363,0.18261719,0,4,-0.004597,0.003133,0.020841
73,RH_SalVentAttn_TempOccPar_1,4,-0.004794,0.009959,0.09533691,0,3,-0.005403,-0.000610,0.016958
74,RH_SalVentAttn_TempOccPar_2,4,-0.004854,0.020897,0.39672852,0,7,-0.004870,-0.000016,0.037179
75,RH_SalVentAttn_FrOperIns_1,4,-0.014278,0.019717,0.01782227,0,3,-0.013135,0.001143,0.037049
76,RH_SalVentAttn_Med_1,4,-0.006958,0.017450,0.16320801,0,6,-0.001876,0.005082,0.021830
77,RH_SalVentAttn_Med_2,4,-0.004070,0.025550,0.55773926,0,7,-0.006210,-0.002140,0.031546
78,RH_Limbic_OFC_1,5,0.001553,0.011167,0.60839844,0,6,0.000937,-0.000616,0.011658
79,RH_Limbic_TempPole_1,5,0.001760,0.006730,0.34997559,0,9,-0.000203,-0.001963,0.014526
80,RH_Cont_Par_1,6,-0.009596,0.022858,0.14062500,0,5,-0.010125,-0.000529,0.031025
81,RH_Cont_Par_2,6,-0.014296,0.029203,0.09118652,0,4,-0.018427,-0.004130,0.044994
82,RH_Cont_PFCl_1,6,-0.007065,0.019198,0.18981934,0,4,-0.012608,-0.005544,0.032550
83,RH_Cont_PFCl_2,6,-0.015459,0.026280,0.04785156,0,4,-0.017944,-0.002485,0.035464
84,RH_Cont_PFCl_3,6,-0.005697,0.022792,0.36950684,0,7,-0.006189,-0.000493,0.025390
85,RH_Cont_PFCl_4,6,-0.022182,0.024974,0.00708008,0,1,-0.021831,0.000350,0.042462
86,RH_Cont_Cing_1,6,-0.011518,0.019964,0.04919434,0,3,-0.008838,0.002681,0.031920
87,RH_Cont_PFCmp_1,6,-0.006903,0.031064,0.42187500,0,7,-0.011417,-0.004514,0.029946
88,RH_Cont_pCun_1,6,-0.006139,0.016673,0.20166016,0,6,-0.006377,-0.000238,0.026172
89,RH_Default_Par_1,7,-0.001209,0.024859,0.85742188,0,5,-0.012802,-0.011593,0.036650
90,RH_Default_Temp_1,7,-0.006727,0.023958,0.30908203,0,5,-0.009659,-0.002933,0.029423
91,RH_Default_Temp_2,7,-0.008849,0.016457,0.06909180,0,6,-0.004646,0.004203,0.017015
92,RH_Default_Temp_3,7,0.000436,0.010046,0.87988281,0,9,-0.001755,-0.002191,0.013844
93,RH_Default_PFCv_1,7,0.003649,0.012307,0.29858398,0,10,-0.003495,-0.007144,0.018790
94,RH_Default_PFCv_2,7,-0.004329,0.020560,0.44494629,0,6,-0.011840,-0.007511,0.025963
95,RH_Default_PFCdPFCm_1,7,-0.001185,0.011921,0.71228027,0,7,-0.005014,-0.003829,0.031517
96,RH_Default_PFCdPFCm_2,7,-0.007256,0.021207,0.22082520,0,5,-0.009966,-0.002709,0.035537
97,RH_Default_PFCdPFCm_3,7,-0.008188,0.020400,0.15881348,0,7,-0.010012,-0.001824,0.029346
98,RH_Default_pCunPCC_1,7,-0.004528,0.013553,0.23010254,0,5,-0.004036,0.000491,0.018591
99,RH_Default_pCunPCC_2,7,-0.003348,0.021894,0.57177734,0,7,-0.007313,-0.003964,0.035623
100,SUB_1,8,-0.003173,0.010613,0.27636719,0,5,-0.000577,0.002597,0.012539
101,SUB_2,8,-0.004734,0.007663,0.03601074,0,5,-0.001914,0.002821,0.011977
102,SUB_3,8,-0.014688,0.016620,0.00097656,0,2,-0.010020,0.004668,0.016550
103,SUB_4,8,-0.006556,0.021785,0.28515625,0,5,-0.006645,-0.000089,0.021130
104,SUB_5,8,0.004954,0.012437,0.15698242,0,8,0.000269,-0.004685,0.010122
105,SUB_6,8,-0.003242,0.012132,0.35192871,0,7,-0.005341,-0.002099,0.012599
106,SUB_7,8,-0.004090,0.015184,0.32739258,0,5,-0.008557,-0.004467,0.024218
107,SUB_8,8,-0.003646,0.022349,0.55786133,0,7,-0.003995,-0.000348,0.017549
108,SUB_9,8,-0.007881,0.011080,0.02197266,0,3,-0.002608,0.005272,0.013210
109,SUB_10,8,-0.001082,0.012238,0.76074219,0,7,0.001818,0.002900,0.010631
110,SUB_11,8,-0.010432,0.020202,0.07299805,0,3,-0.007688,0.002744,0.016480
111,SUB_12,8,-0.005466,0.017811,0.28503418,0,6,-0.003482,0.001984,0.018126
112,SUB_13,8,0.003267,0.012573,0.35742188,0,8,0.000228,-0.003039,0.009932
113,SUB_14,8,-0.000640,0.013589,0.86352539,0,6,-0.002641,-0.002002,0.010329
114,SUB_15,8,-0.004904,0.023272,0.44189453,0,8,-0.008527,-0.003623,0.023907
115,SUB_16,8,-0.005151,0.017139,0.28601074,0,5,-0.005303,-0.000152,0.017109
