# rev_regional_phir.py EXPLORATORY series=raw variant=ts_demean estimator=win60 regions=115 excluded_regions=20 pre=windows1-4 post=windows6-14 signflip=exact2^14 two-sided fdr=BH q=0.05 spin=rotated_Schaefer_100 (10000 rotations, cortical only) bootstrap=10000 seed=20261120
orig_index,name,yeo_network,did_mean,did_sd,p_signflip,bh_significant,n_pos_of_14,dmt_change,pcb_change,pre_level_dmt
79,RH_Limbic_TempPole_1,5,0.026567,0.049287,0.06640625,0,10,0.014233,-0.012335,0.111296
80,RH_Cont_Par_1,6,0.019375,0.056878,0.22814941,0,8,0.012021,-0.007354,0.118119
81,RH_Cont_Par_2,6,0.016644,0.035929,0.10534668,0,9,0.012017,-0.004628,0.108140
82,RH_Cont_PFCl_1,6,0.021607,0.049679,0.11999512,0,9,0.010692,-0.010915,0.113884
83,RH_Cont_PFCl_2,6,0.021800,0.055540,0.16711426,0,10,0.013900,-0.007900,0.124069
84,RH_Cont_PFCl_3,6,0.013122,0.045055,0.30419922,0,9,0.018369,0.005247,0.116567
85,RH_Cont_PFCl_4,6,0.020139,0.059235,0.22985840,0,8,0.011994,-0.008145,0.122124
86,RH_Cont_Cing_1,6,0.015804,0.039776,0.15966797,0,9,0.012037,-0.003767,0.124907
87,RH_Cont_PFCmp_1,6,0.027146,0.051957,0.07348633,0,9,0.019624,-0.007522,0.127823
88,RH_Cont_pCun_1,6,0.010238,0.043985,0.39477539,0,11,0.017484,0.007246,0.123788
89,RH_Default_Par_1,7,0.022230,0.035818,0.03295898,0,12,0.010657,-0.011572,0.116744
90,RH_Default_Temp_1,7,0.017391,0.048091,0.24792480,0,8,0.010640,-0.006751,0.108335
91,RH_Default_Temp_2,7,0.013826,0.049324,0.31701660,0,9,0.015558,0.001732,0.114623
92,RH_Default_Temp_3,7,0.015034,0.049640,0.27368164,0,9,0.018126,0.003092,0.123345
93,RH_Default_PFCv_1,7,0.021164,0.038964,0.06250000,0,10,0.018296,-0.002868,0.112606
94,RH_Default_PFCv_2,7,0.034038,0.044871,0.01306152,0,11,0.030171,-0.003867,0.112193
95,RH_Default_PFCdPFCm_1,7,0.012520,0.039714,0.28503418,0,7,0.010474,-0.002045,0.117547
96,RH_Default_PFCdPFCm_2,7,0.014787,0.042501,0.21215820,0,7,0.019348,0.004561,0.116391
97,RH_Default_PFCdPFCm_3,7,0.031480,0.045563,0.02307129,0,10,0.026690,-0.004791,0.106989
98,RH_Default_pCunPCC_1,7,0.006422,0.038724,0.55371094,0,8,0.009346,0.002924,0.118177
99,RH_Default_pCunPCC_2,7,0.015039,0.028590,0.05493164,0,9,0.015695,0.000655,0.114603
100,SUB_1,8,0.021270,0.039232,0.06506348,0,9,0.018196,-0.003074,0.092210
101,SUB_2,8,-0.001432,0.046004,0.90917969,0,6,0.009786,0.011217,0.098626
102,SUB_3,8,-0.000900,0.040676,0.93579102,0,7,-0.004310,-0.003411,0.107900
103,SUB_4,8,0.009163,0.048345,0.48730469,0,9,0.009693,0.000530,0.112404
104,SUB_5,8,0.002943,0.037694,0.79663086,0,8,0.001152,-0.001790,0.100705
105,SUB_6,8,0.016037,0.025951,0.03881836,0,11,0.013762,-0.002275,0.088872
106,SUB_7,8,0.022458,0.053518,0.12939453,0,8,0.013233,-0.009225,0.130278
107,SUB_8,8,0.024018,0.052684,0.11413574,0,9,0.016043,-0.007975,0.115529
108,SUB_9,8,0.013706,0.042420,0.24951172,0,10,0.006932,-0.006774,0.107479
109,SUB_10,8,0.000683,0.024267,0.92480469,0,7,0.007574,0.006890,0.106382
110,SUB_11,8,0.006775,0.035397,0.47888184,0,9,0.002582,-0.004192,0.107133
111,SUB_12,8,0.018164,0.048994,0.19018555,0,10,0.014770,-0.003394,0.104452
112,SUB_13,8,0.002011,0.030361,0.80529785,0,9,0.005821,0.003809,0.098141
113,SUB_14,8,0.004971,0.037843,0.63684082,0,8,0.005878,0.000907,0.100161
114,SUB_15,8,0.023902,0.042532,0.05529785,0,8,0.007722,-0.016180,0.133967
115,SUB_16,8,0.011715,0.044895,0.35925293,0,7,0.006975,-0.004740,0.120155
