# rev_regional_phir.py EXPLORATORY series=raw variant=ts_gsr estimator=win60 regions=115 excluded_regions=20 pre=windows1-4 post=windows6-14 signflip=exact2^14 two-sided fdr=BH q=0.05 spin=rotated_Schaefer_100 (10000 rotations, cortical only) bootstrap=10000 seed=20261120
orig_index,name,yeo_network,did_mean,did_sd,p_signflip,bh_significant,n_pos_of_14,dmt_change,pcb_change,pre_level_dmt
80,RH_Cont_Par_1,6,-0.007467,0.023806,0.25000000,0,5,-0.003686,0.003782,0.098025
81,RH_Cont_Par_2,6,-0.003174,0.023408,0.61926270,0,6,-0.009196,-0.006022,0.108891
82,RH_Cont_PFCl_1,6,0.004457,0.027172,0.54760742,0,8,-0.006199,-0.010656,0.100781
83,RH_Cont_PFCl_2,6,-0.009498,0.026656,0.20715332,0,4,-0.008581,0.000918,0.103672
84,RH_Cont_PFCl_3,6,-0.006142,0.024019,0.37170410,0,7,0.000866,0.007008,0.093057
85,RH_Cont_PFCl_4,6,-0.009354,0.021235,0.12402344,0,6,-0.011939,-0.002585,0.105986
86,RH_Cont_Cing_1,6,-0.008552,0.034135,0.36706543,0,6,-0.007525,0.001027,0.103436
87,RH_Cont_PFCmp_1,6,-0.005602,0.035153,0.56640625,0,6,-0.008373,-0.002771,0.103066
88,RH_Cont_pCun_1,6,-0.000117,0.032861,0.98852539,0,6,0.000393,0.000510,0.095031
89,RH_Default_Par_1,7,0.009011,0.024145,0.22570801,0,7,-0.006683,-0.015694,0.103938
90,RH_Default_Temp_1,7,0.005880,0.025951,0.42114258,0,7,-0.005041,-0.010921,0.101614
91,RH_Default_Temp_2,7,0.002562,0.029079,0.74108887,0,8,0.002713,0.000152,0.087362
92,RH_Default_Temp_3,7,0.015249,0.021866,0.01647949,0,11,0.005163,-0.010086,0.085265
93,RH_Default_PFCv_1,7,0.003899,0.020108,0.50012207,0,8,-0.003151,-0.007050,0.093896
94,RH_Default_PFCv_2,7,0.006378,0.029344,0.42761230,0,10,-0.003619,-0.009997,0.094386
95,RH_Default_PFCdPFCm_1,7,0.004742,0.020780,0.46679688,0,8,0.000267,-0.004475,0.097148
96,RH_Default_PFCdPFCm_2,7,-0.002279,0.028316,0.76403809,0,6,-0.001735,0.000543,0.101226
97,RH_Default_PFCdPFCm_3,7,-0.001786,0.026191,0.80139160,0,6,-0.000748,0.001038,0.093727
98,RH_Default_pCunPCC_1,7,0.002313,0.034449,0.81213379,0,8,0.002951,0.000638,0.087611
99,RH_Default_pCunPCC_2,7,0.003623,0.033695,0.69458008,0,8,0.000351,-0.003272,0.102148
100,SUB_1,8,0.008169,0.027824,0.30310059,0,8,0.004843,-0.003326,0.084790
101,SUB_2,8,-0.006269,0.027044,0.40856934,0,4,-0.000099,0.006170,0.086427
102,SUB_3,8,-0.010585,0.029003,0.19555664,0,5,-0.008023,0.002563,0.092154
103,SUB_4,8,-0.004221,0.031556,0.63122559,0,5,-0.004579,-0.000358,0.095948
104,SUB_5,8,0.006573,0.026574,0.37182617,0,7,0.001220,-0.005353,0.086600
105,SUB_6,8,-0.002876,0.016898,0.52929688,0,6,0.000147,0.003023,0.085254
106,SUB_7,8,0.002961,0.025108,0.66247559,0,10,-0.002305,-0.005265,0.095110
107,SUB_8,8,-0.004001,0.027651,0.60021973,0,7,-0.002544,0.001457,0.092584
108,SUB_9,8,-0.001464,0.027843,0.85266113,0,7,-0.001305,0.000159,0.089855
109,SUB_10,8,-0.001878,0.026495,0.79602051,0,8,0.003525,0.005403,0.091169
110,SUB_11,8,-0.005970,0.025425,0.38818359,0,6,-0.000115,0.005855,0.088410
111,SUB_12,8,0.000985,0.026606,0.89074707,0,7,0.001974,0.000989,0.088444
112,SUB_13,8,0.006204,0.019583,0.25781250,0,10,0.000885,-0.005319,0.083272
113,SUB_14,8,0.004966,0.022463,0.41845703,0,8,-0.000452,-0.005418,0.088421
114,SUB_15,8,0.005357,0.031080,0.52514648,0,7,-0.001945,-0.007302,0.094538
115,SUB_16,8,-0.010100,0.021862,0.10803223,0,4,-0.007365,0.002735,0.096237
