# script=01_synergy_timecourse.py variant=ts_demean regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=global window_trs=na placebo_fit_trs=na seed=20261120 git=nogit
subject,condition,bin,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
1,DMT,12,0.012257,0.001885,0.006285,0.430885,0.006285,0.471706,-0.006285,-0.430012,0.001885,-0.001885,0.445579,-0.429052,0.431254,-0.429092,-0.430104,0.873565
1,DMT,13,0.011498,0.007442,0.002433,0.418113,0.002433,0.462015,-0.002433,-0.414921,0.007442,-0.007442,0.431996,-0.415025,0.417708,-0.414899,-0.414812,0.851136
1,DMT,14,0.011784,0.006756,0.003940,0.432934,0.003940,0.432720,-0.003940,-0.429367,0.006756,-0.006756,0.440894,-0.430291,0.432718,-0.429709,-0.428830,0.883664
1,DMT,15,0.014534,0.006021,0.008153,0.350853,0.008153,0.397167,-0.008153,-0.345808,0.006021,-0.006021,0.361849,-0.346295,0.352068,-0.347601,-0.347489,0.728606
1,DMT,16,0.010612,0.011420,0.016034,0.338030,0.016034,0.344679,-0.016034,-0.323932,0.011420,-0.011420,0.329951,-0.327404,0.341169,-0.330709,-0.328454,0.707849
1,DMT,17,0.015857,0.002355,0.005098,0.400464,0.005098,0.457471,-0.005098,-0.398749,0.002355,-0.002355,0.410273,-0.397969,0.400385,-0.396687,-0.398242,0.814703
1,DMT,18,0.017824,0.003286,0.009757,0.421105,0.009757,0.494950,-0.009757,-0.416287,0.003286,-0.003286,0.444944,-0.417446,0.422965,-0.419287,-0.418008,0.871857
1,DMT,19,0.073639,0.027136,0.000577,0.419124,0.000577,0.403409,-0.000577,-0.415499,0.027136,-0.027136,0.416883,-0.418479,0.418764,-0.418617,-0.416452,0.927406
1,DMT,20,0.013243,0.002445,0.005248,0.429348,0.005248,0.453712,-0.005248,-0.428221,0.002445,-0.002445,0.430452,-0.427401,0.432125,-0.429471,-0.430023,0.874805
1,DMT,21,0.016080,0.003158,0.003973,0.449155,0.003973,0.529430,-0.003973,-0.445679,0.003158,-0.003158,0.461826,-0.446040,0.447052,-0.443726,-0.444476,0.905335
1,DMT,22,0.016436,0.004816,0.008896,0.402724,0.008896,0.485503,-0.008896,-0.397676,0.004816,-0.004816,0.424676,-0.396750,0.403013,-0.396039,-0.397921,0.823686
1,DMT,23,0.011537,0.000651,0.005790,0.482699,0.005790,0.530102,-0.005790,-0.479183,0.000651,-0.000651,0.503803,-0.480759,0.483971,-0.482127,-0.480283,0.983059
1,DMT,24,0.021938,0.003328,0.009496,0.448731,0.009496,0.507723,-0.009496,-0.443510,0.003328,-0.003328,0.470365,-0.444222,0.447918,-0.442708,-0.443274,0.923076
1,DMT,25,0.021291,0.013483,0.008750,0.376122,0.008750,0.352366,-0.008750,-0.369775,0.013483,-0.013483,0.393119,-0.371780,0.374571,-0.369988,-0.369687,0.804070
1,DMT,26,0.036938,0.011535,0.012049,0.503310,0.012049,0.616581,-0.012049,-0.492252,0.011535,-0.011535,0.544084,-0.495377,0.506701,-0.499212,-0.496632,1.039699
1,DMT,27,0.010027,0.008231,0.006951,0.388722,0.006951,0.425510,-0.006951,-0.378319,0.008231,-0.008231,0.387347,-0.381719,0.392125,-0.385123,-0.382867,0.793111
1,PCB,0,0.017700,0.010077,0.013952,0.487260,0.013910,0.483528,-0.013952,-0.478308,0.010077,-0.010077,0.493762,-0.478453,0.486054,-0.476857,-0.477147,0.990635
1,PCB,1,0.016254,0.009071,0.012391,0.395016,0.012386,0.389684,-0.012391,-0.390363,0.009071,-0.009071,0.417697,-0.386964,0.394157,-0.386569,-0.388800,0.819010
1,PCB,2,0.014368,0.012580,0.014836,0.406492,0.014843,0.444710,-0.014836,-0.399675,0.012580,-0.012580,0.411157,-0.396345,0.405577,-0.394859,-0.398721,0.832366
1,PCB,3,0.015649,0.008746,0.013628,0.440023,0.013583,0.484397,-0.013628,-0.433451,0.008746,-0.008746,0.467461,-0.434107,0.441787,-0.435103,-0.434661,0.916835
1,PCB,4,0.016870,0.012356,0.011912,0.405598,0.011910,0.449530,-0.011912,-0.396598,0.012356,-0.012356,0.437706,-0.396667,0.405560,-0.395961,-0.396801,0.832149
1,PCB,5,0.013294,0.018762,0.024967,0.339240,0.024922,0.336468,-0.024967,-0.321342,0.018762,-0.018762,0.354521,-0.316482,0.337840,-0.314830,-0.319616,0.730326
1,PCB,6,0.019962,0.010972,0.011805,0.429798,0.011799,0.457654,-0.011805,-0.421421,0.010972,-0.010972,0.438746,-0.422084,0.429631,-0.421549,-0.421330,0.893138
1,PCB,7,0.029090,0.010074,0.008673,0.424232,0.008668,0.451952,-0.008673,-0.421175,0.010074,-0.010074,0.436811,-0.420988,0.422508,-0.419364,-0.419805,0.887311
1,PCB,8,0.021873,0.008367,0.007390,0.418279,0.007385,0.443108,-0.007390,-0.414853,0.008367,-0.008367,0.429577,-0.415280,0.418666,-0.415753,-0.415686,0.870837
1,PCB,9,0.015613,0.004653,0.010778,0.388743,0.010766,0.420814,-0.010778,-0.382698,0.004653,-0.004653,0.389857,-0.383507,0.390359,-0.385498,-0.385634,0.808699
1,PCB,10,0.018602,0.006013,0.009187,0.438144,0.009188,0.459404,-0.009187,-0.432520,0.006013,-0.006013,0.465279,-0.431705,0.440267,-0.434019,-0.435469,0.915474
1,PCB,11,0.038278,0.010687,0.016788,0.477472,0.016775,0.568875,-0.016788,-0.462901,0.010687,-0.010687,0.507710,-0.466380,0.481951,-0.471525,-0.468618,0.986243
1,PCB,12,0.022481,0.013377,0.014666,0.432000,0.014660,0.454904,-0.014666,-0.418348,0.013377,-0.013377,0.435649,-0.419215,0.433637,-0.420650,-0.420786,0.887084
1,PCB,13,0.019482,0.014172,0.014581,0.386988,0.014564,0.401228,-0.014581,-0.374867,0.014172,-0.014172,0.408877,-0.373303,0.387332,-0.373770,-0.374606,0.817653
1,PCB,14,0.020428,0.014905,0.015717,0.397241,0.015716,0.426464,-0.015717,-0.383997,0.014905,-0.014905,0.428262,-0.385130,0.397329,-0.384100,-0.383796,0.820444
1,PCB,15,0.028812,0.003912,0.006620,0.475491,0.006630,0.505427,-0.006620,-0.473018,0.003912,-0.003912,0.490960,-0.474422,0.475628,-0.475181,-0.473434,0.987314
1,PCB,16,0.024865,0.009003,0.007562,0.401824,0.007604,0.476213,-0.007562,-0.393928,0.009003,-0.009003,0.416553,-0.396440,0.401897,-0.396200,-0.396288,0.828509
1,PCB,17,0.016580,0.007378,0.005784,0.478168,0.005767,0.492567,-0.005784,-0.472721,0.007378,-0.007378,0.505059,-0.474741,0.479825,-0.476562,-0.475106,0.993172
1,PCB,18,0.044345,0.010236,-0.007204,0.330199,-0.007162,0.314891,0.007204,-0.323783,0.010236,-0.010236,0.293980,-0.331825,0.332343,-0.333468,-0.329169,0.757617
1,PCB,19,0.019795,0.002071,0.002859,0.504877,0.002845,0.498898,-0.002859,-0.513682,0.002071,-0.002071,0.497697,-0.510050,0.502349,-0.508284,-0.509331,1.040500
1,PCB,20,0.009181,0.002897,0.011440,0.420164,0.011440,0.449691,-0.011440,-0.417845,0.002897,-0.002897,0.428502,-0.414917,0.420235,-0.415396,-0.418454,0.872224
1,PCB,21,0.017873,0.007267,0.008146,0.476108,0.008146,0.544485,-0.008146,-0.472640,0.007267,-0.007267,0.480616,-0.472990,0.475494,-0.471384,-0.472382,0.975213
1,PCB,22,0.024594,0.015635,0.008680,0.458390,0.008707,0.491142,-0.008680,-0.446523,0.015635,-0.015635,0.463125,-0.450867,0.459684,-0.451558,-0.449280,0.939054
1,PCB,23,0.017399,0.009729,0.011813,0.419301,0.011840,0.475237,-0.011813,-0.411730,0.009729,-0.009729,0.424943,-0.412361,0.419952,-0.411471,-0.412402,0.877908
1,PCB,24,0.018016,0.009604,0.016368,0.415936,0.016365,0.469698,-0.016368,-0.403563,0.009604,-0.009604,0.453070,-0.403539,0.417008,-0.404726,-0.404554,0.864991
1,PCB,25,0.012020,0.006958,0.012008,0.410861,0.012033,0.459965,-0.012008,-0.399853,0.006958,-0.006958,0.431594,-0.401374,0.411049,-0.399903,-0.401062,0.828738
1,PCB,26,0.012959,0.009945,0.015213,0.467378,0.015246,0.444314,-0.015213,-0.453595,0.009945,-0.009945,0.469598,-0.454314,0.469320,-0.455742,-0.454620,0.953675
1,PCB,27,0.008542,-0.001005,-0.002298,0.444296,-0.002266,0.447449,0.002298,-0.444489,-0.001005,0.001005,0.443382,-0.443315,0.443217,-0.442548,-0.443226,0.900303
2,DMT,0,0.013347,0.012721,0.003461,0.456180,0.003461,0.481852,-0.003461,-0.450496,0.012721,-0.012721,0.467456,-0.453216,0.456638,-0.453867,-0.450941,0.934045
2,DMT,1,0.054179,0.026017,0.012846,0.379322,0.012846,0.440772,-0.012846,-0.370630,0.026017,-0.026017,0.426796,-0.378236,0.377203,-0.376489,-0.369700,0.863719
2,DMT,2,0.027028,0.009978,0.003843,0.405568,0.003843,0.443211,-0.003843,-0.406982,0.009978,-0.009978,0.465192,-0.407332,0.402380,-0.403905,-0.403157,0.865728
2,DMT,3,0.013757,0.011465,0.007694,0.437805,0.007694,0.471296,-0.007694,-0.434278,0.011465,-0.011465,0.462359,-0.432648,0.438514,-0.433829,-0.435593,0.906800
2,DMT,4,0.011986,0.001899,0.007439,0.448874,0.007439,0.480274,-0.007439,-0.442975,0.001899,-0.001899,0.451431,-0.443705,0.448048,-0.443199,-0.442424,0.906912
2,DMT,5,0.018498,0.003344,0.003868,0.465812,0.003868,0.557329,-0.003868,-0.462927,0.003344,-0.003344,0.469887,-0.464330,0.467585,-0.466886,-0.467812,0.958411
2,DMT,6,0.016615,0.006902,0.005081,0.455616,0.005081,0.510875,-0.005081,-0.451679,0.006902,-0.006902,0.541381,-0.452543,0.454102,-0.451586,-0.449215,0.921712
2,DMT,7,0.011693,-0.005797,0.001327,0.462340,0.001327,0.458054,-0.001327,-0.467557,-0.005797,0.005797,0.489064,-0.466114,0.459282,-0.462168,-0.462167,0.935098
2,DMT,8,0.021302,0.018903,0.003680,0.345285,0.003680,0.320383,-0.003680,-0.336100,0.018903,-0.018903,0.379741,-0.339083,0.344326,-0.339230,-0.335589,0.743559
2,DMT,9,0.020359,0.023980,0.012079,0.254317,0.012079,0.267111,-0.012079,-0.239446,0.023980,-0.023980,0.297766,-0.242082,0.255732,-0.245122,-0.242877,0.582466
2,DMT,10,0.005116,0.029659,0.021962,0.111048,0.021962,0.140095,-0.021962,-0.082573,0.029659,-0.029659,0.143704,-0.085807,0.113565,-0.090130,-0.085763,0.302516
2,DMT,11,0.024372,0.029070,0.027779,0.169499,0.027779,0.189170,-0.027779,-0.147155,0.029070,-0.029070,0.193448,-0.146726,0.174567,-0.153861,-0.154886,0.455467
2,DMT,12,0.018901,0.022706,0.019755,0.293312,0.019755,0.335374,-0.019755,-0.276758,0.022706,-0.022706,0.297287,-0.278893,0.294433,-0.280197,-0.279938,0.655219
