# script=01_synergy_timecourse.py variant=ts_gsr regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=window window_trs=60 placebo_fit_trs=na seed=20261120 git=nogit
subject,condition,window,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
3,DMT,0,0.019281,0.026867,0.023780,0.424987,0.023792,0.458735,-0.023699,-0.388677,0.026866,-0.026845,0.453757,-0.389231,0.425089,-0.388750,-0.390315,0.864730
3,DMT,1,0.027108,0.024795,0.022137,0.429146,0.022125,0.484638,-0.022121,-0.397973,0.024777,-0.024749,0.494672,-0.397667,0.430095,-0.397863,-0.398668,0.873731
3,DMT,2,0.025314,0.027341,0.028489,0.401886,0.028525,0.457169,-0.028445,-0.362893,0.027308,-0.027278,0.444522,-0.364954,0.402986,-0.363887,-0.366127,0.830415
3,DMT,3,0.020964,0.022620,0.020852,0.496459,0.020860,0.541895,-0.020836,-0.465357,0.022624,-0.022607,0.540175,-0.464410,0.494791,-0.463143,-0.464154,1.001573
3,DMT,4,0.019966,0.029383,0.028279,0.399065,0.028289,0.439269,-0.028124,-0.356693,0.029506,-0.029303,0.435821,-0.356111,0.399816,-0.357533,-0.356977,0.820844
3,DMT,5,0.016320,0.024155,0.025478,0.397172,0.025480,0.431518,-0.025448,-0.356610,0.024147,-0.024041,0.419872,-0.357471,0.396414,-0.355342,-0.356877,0.804203
3,DMT,6,0.020842,0.027418,0.025855,0.395422,0.025853,0.435809,-0.025826,-0.356724,0.027391,-0.027326,0.427651,-0.357918,0.395739,-0.357418,-0.357919,0.805221
3,DMT,7,0.018283,0.021612,0.022635,0.426834,0.022648,0.493889,-0.022591,-0.392554,0.021589,-0.021582,0.447543,-0.395227,0.427227,-0.392551,-0.395749,0.867028
3,DMT,8,0.016993,0.022675,0.022130,0.421355,0.022098,0.483523,-0.022033,-0.387195,0.022679,-0.022674,0.462594,-0.386515,0.420364,-0.385390,-0.387185,0.849303
3,DMT,9,0.019663,0.022296,0.026197,0.414928,0.026201,0.481746,-0.026124,-0.376057,0.022290,-0.022246,0.454673,-0.377314,0.415087,-0.375536,-0.378030,0.839723
3,DMT,10,0.019056,0.025216,0.029320,0.398691,0.029321,0.443740,-0.029224,-0.353110,0.025158,-0.025123,0.426684,-0.356490,0.398659,-0.354386,-0.355022,0.804124
3,DMT,11,0.018752,0.026630,0.026977,0.389145,0.027009,0.426936,-0.026965,-0.346657,0.026620,-0.026499,0.412747,-0.345949,0.387897,-0.344246,-0.346245,0.788751
3,DMT,12,0.021118,0.026435,0.025362,0.407871,0.025367,0.455423,-0.025329,-0.370542,0.026463,-0.026395,0.451188,-0.371087,0.407540,-0.369997,-0.370447,0.834085
3,DMT,13,0.020826,0.023849,0.024456,0.395182,0.024463,0.436429,-0.024425,-0.363335,0.023838,-0.023809,0.439778,-0.362593,0.394996,-0.362398,-0.362738,0.803068
3,PCB,0,0.019318,0.022157,0.025730,0.440330,0.025698,0.473075,-0.025652,-0.406557,0.022148,-0.022090,0.480372,-0.406233,0.438488,-0.405926,-0.404752,0.889798
3,PCB,1,0.015875,0.021979,0.022868,0.422015,0.022881,0.457898,-0.022815,-0.386862,0.021976,-0.021960,0.462485,-0.386456,0.421805,-0.386711,-0.386210,0.849370
3,PCB,2,0.029187,0.027626,0.029345,0.408056,0.029321,0.455897,-0.029192,-0.369876,0.027633,-0.027519,0.447038,-0.370917,0.407080,-0.370801,-0.369960,0.836496
3,PCB,3,0.018119,0.024723,0.023921,0.404213,0.023909,0.430466,-0.023844,-0.367114,0.024777,-0.024717,0.434618,-0.364746,0.404400,-0.366178,-0.366322,0.822096
3,PCB,4,0.019806,0.026695,0.024859,0.401455,0.024878,0.466773,-0.024820,-0.359961,0.026708,-0.026647,0.444299,-0.360167,0.400106,-0.357894,-0.359188,0.813050
3,PCB,5,0.023128,0.026130,0.025630,0.416291,0.025589,0.469392,-0.025561,-0.378185,0.026137,-0.025999,0.469120,-0.379574,0.415920,-0.379087,-0.379446,0.849043
3,PCB,6,0.024342,0.021352,0.023234,0.466042,0.023240,0.535724,-0.023234,-0.433599,0.021352,-0.021321,0.529993,-0.435981,0.465933,-0.434332,-0.433778,0.949110
3,PCB,7,0.031564,0.025651,0.023675,0.469370,0.023659,0.549667,-0.023659,-0.436707,0.025647,-0.025643,0.530489,-0.437859,0.469658,-0.436732,-0.439544,0.960828
3,PCB,8,0.018612,0.026873,0.026400,0.390552,0.026365,0.434957,-0.026336,-0.346950,0.026891,-0.026800,0.417014,-0.347860,0.391206,-0.349171,-0.349002,0.796847
3,PCB,9,0.025288,0.029442,0.026648,0.401715,0.026648,0.453578,-0.026573,-0.362134,0.029426,-0.029315,0.456056,-0.362422,0.403191,-0.362839,-0.363409,0.820061
3,PCB,10,0.025564,0.027469,0.027241,0.439179,0.027272,0.500911,-0.027126,-0.402290,0.027475,-0.027337,0.480561,-0.403002,0.439811,-0.402167,-0.403940,0.896127
3,PCB,11,0.017385,0.023928,0.024682,0.422179,0.024694,0.457494,-0.024682,-0.383109,0.023923,-0.023913,0.443482,-0.385404,0.422320,-0.384577,-0.384389,0.852133
3,PCB,12,0.023247,0.023537,0.022117,0.468629,0.022097,0.516849,-0.022089,-0.437033,0.023539,-0.023507,0.519676,-0.437276,0.468734,-0.437734,-0.436695,0.953874
3,PCB,13,0.020448,0.028317,0.023183,0.412839,0.023176,0.452571,-0.023156,-0.376109,0.028287,-0.028209,0.443422,-0.376512,0.411688,-0.375274,-0.376207,0.840954
4,DMT,0,0.023009,0.026170,0.023429,0.464734,0.023445,0.509880,-0.023417,-0.431190,0.026172,-0.026141,0.495413,-0.431754,0.463428,-0.429724,-0.432244,0.946416
4,DMT,1,0.024736,0.030576,0.030629,0.394012,0.030553,0.438290,-0.030407,-0.352295,0.030609,-0.030437,0.426528,-0.352490,0.395283,-0.353910,-0.353518,0.806276
4,DMT,2,0.019667,0.024191,0.022425,0.422844,0.022432,0.458360,-0.022421,-0.390336,0.024207,-0.024178,0.467370,-0.389211,0.423678,-0.389069,-0.390362,0.862213
4,DMT,3,0.020661,0.029178,0.024780,0.410442,0.024791,0.443754,-0.024753,-0.368544,0.029178,-0.029117,0.439953,-0.368864,0.409711,-0.366758,-0.368147,0.826271
4,DMT,4,0.016917,0.024596,0.027672,0.394564,0.027628,0.427633,-0.027383,-0.352667,0.024623,-0.024506,0.417665,-0.353280,0.394464,-0.353837,-0.353473,0.798750
4,DMT,5,0.024395,0.037468,0.032654,0.354062,0.032492,0.371581,-0.032223,-0.309337,0.037441,-0.037324,0.368673,-0.307918,0.354906,-0.308146,-0.309404,0.727106
4,DMT,6,0.028280,0.044662,0.038116,0.336227,0.038110,0.358318,-0.037317,-0.278400,0.044834,-0.043926,0.344220,-0.281323,0.337311,-0.280748,-0.279695,0.702918
4,DMT,7,0.021070,0.028404,0.028458,0.397723,0.028448,0.428650,-0.028280,-0.354037,0.028421,-0.028379,0.416406,-0.353574,0.398209,-0.353659,-0.355907,0.810235
4,DMT,8,0.019506,0.026624,0.030494,0.366441,0.030434,0.401977,-0.030289,-0.324723,0.026616,-0.026595,0.383351,-0.322440,0.366954,-0.322202,-0.325482,0.758751
4,DMT,9,0.029278,0.028199,0.026106,0.427193,0.026085,0.468510,-0.025957,-0.392718,0.028205,-0.028131,0.474430,-0.391794,0.426656,-0.390261,-0.392152,0.874434
4,DMT,10,0.025778,0.025769,0.024457,0.437965,0.024486,0.487857,-0.024440,-0.405020,0.025787,-0.025707,0.488843,-0.404829,0.438866,-0.405438,-0.405598,0.894675
4,DMT,11,0.021941,0.025905,0.029904,0.404247,0.029982,0.436932,-0.029655,-0.366184,0.025893,-0.025824,0.442417,-0.364797,0.404536,-0.364592,-0.365914,0.833132
4,DMT,12,0.024805,0.030104,0.028547,0.405624,0.028539,0.435132,-0.028459,-0.364746,0.030119,-0.029996,0.456861,-0.361131,0.405787,-0.364208,-0.362269,0.825751
4,DMT,13,0.019537,0.026710,0.026397,0.396573,0.026465,0.449260,-0.026350,-0.356112,0.026658,-0.026604,0.428338,-0.357625,0.395951,-0.354965,-0.357568,0.805513
4,PCB,0,0.025143,0.031550,0.030394,0.387381,0.030371,0.414598,-0.030141,-0.345114,0.031464,-0.031221,0.413092,-0.345777,0.388265,-0.347059,-0.346741,0.810523
4,PCB,1,0.033771,0.026932,0.026495,0.431047,0.026471,0.481482,-0.026403,-0.400685,0.026978,-0.026894,0.487082,-0.399808,0.431265,-0.400314,-0.400624,0.889466
4,PCB,2,0.038325,0.028941,0.025597,0.429197,0.025576,0.502999,-0.025501,-0.398485,0.028950,-0.028936,0.500974,-0.395782,0.428318,-0.395928,-0.397348,0.886937
4,PCB,3,0.032057,0.029535,0.031664,0.403452,0.031690,0.451531,-0.031564,-0.365270,0.029563,-0.029474,0.431954,-0.368547,0.403744,-0.367964,-0.367479,0.839047
4,PCB,4,0.023446,0.038818,0.036778,0.320984,0.036853,0.337660,-0.036296,-0.265418,0.038838,-0.038096,0.319791,-0.267684,0.319481,-0.264146,-0.265652,0.655112
4,PCB,5,0.022127,0.031695,0.031670,0.364293,0.031666,0.380753,-0.031290,-0.319267,0.031803,-0.031496,0.382641,-0.318587,0.364694,-0.319075,-0.320005,0.753069
4,PCB,6,0.026231,0.028163,0.032987,0.393784,0.033041,0.424019,-0.032940,-0.355907,0.028191,-0.027966,0.416617,-0.356398,0.393541,-0.355497,-0.356300,0.813861
4,PCB,7,0.029472,0.033478,0.029105,0.411389,0.029115,0.465368,-0.029052,-0.369794,0.033430,-0.033348,0.447582,-0.371011,0.410475,-0.368946,-0.370725,0.846488
4,PCB,8,0.025716,0.027862,0.026237,0.398260,0.026265,0.467501,-0.026114,-0.359745,0.027934,-0.027647,0.438582,-0.361569,0.398430,-0.358890,-0.363386,0.817397
4,PCB,9,0.031915,0.030823,0.030803,0.395721,0.030838,0.474382,-0.030730,-0.357256,0.030820,-0.030746,0.430827,-0.358587,0.396378,-0.356706,-0.360769,0.821595
4,PCB,10,0.021508,0.024930,0.024528,0.424136,0.024510,0.478414,-0.024498,-0.386946,0.024912,-0.024868,0.465693,-0.389337,0.422841,-0.387689,-0.386553,0.865222
4,PCB,11,0.018908,0.023782,0.023655,0.408421,0.023656,0.462357,-0.023594,-0.376952,0.023784,-0.023715,0.443222,-0.377199,0.407999,-0.375411,-0.377044,0.836651
4,PCB,12,0.017000,0.022311,0.023424,0.392779,0.023390,0.456031,-0.023310,-0.358573,0.022339,-0.022181,0.418975,-0.359935,0.393182,-0.358947,-0.360493,0.803539
4,PCB,13,0.018741,0.023578,0.028485,0.378014,0.028430,0.412670,-0.028349,-0.340669,0.023583,-0.023505,0.403399,-0.342748,0.378298,-0.341734,-0.341384,0.775452
5,DMT,0,0.017461,0.025072,0.023210,0.427819,0.023218,0.467943,-0.023208,-0.390080,0.025105,-0.025046,0.462681,-0.390375,0.428332,-0.390103,-0.391081,0.866900
5,DMT,1,0.037123,0.033039,0.031933,0.410012,0.032005,0.470522,-0.031776,-0.371811,0.033037,-0.032994,0.433482,-0.374267,0.410713,-0.372102,-0.375086,0.848865
