# script=01_synergy_timecourse.py variant=ts_demean regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=global seed=20261120 git=84ea657
subject,condition,bin,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
1,PCB,5,0.020372,0.008234,0.010157,0.576698,0.010157,0.613604,-0.010157,-0.571741,0.008234,-0.008234,0.602784,-0.570478,0.575159,-0.568028,-0.570879,1.198884
1,PCB,6,0.028526,0.006302,0.005313,0.614513,0.005313,0.647006,-0.005313,-0.613839,0.006302,-0.006302,0.644444,-0.613096,0.614331,-0.613239,-0.613046,1.273477
1,PCB,7,0.037845,0.006368,0.007021,0.662890,0.007021,0.710690,-0.007021,-0.659771,0.006368,-0.006368,0.666249,-0.661073,0.659298,-0.656689,-0.659966,1.360343
1,PCB,8,0.030963,0.008250,0.003655,0.571319,0.003655,0.593387,-0.003655,-0.570702,0.008250,-0.008250,0.589648,-0.569888,0.573480,-0.572542,-0.570563,1.199281
1,PCB,9,0.019381,0.005183,0.008704,0.552348,0.008704,0.596452,-0.008704,-0.546890,0.005183,-0.005183,0.559136,-0.547716,0.553773,-0.550013,-0.549133,1.139939
1,PCB,10,0.025309,0.001884,0.004416,0.645550,0.004416,0.692467,-0.004416,-0.643927,0.001884,-0.001884,0.683662,-0.642431,0.647704,-0.644686,-0.645847,1.326197
1,PCB,11,0.055904,0.007263,0.013571,0.651104,0.013571,0.784906,-0.013571,-0.639443,0.007263,-0.007263,0.700012,-0.644445,0.656665,-0.650101,-0.647257,1.348043
1,PCB,12,0.033182,0.013664,0.015223,0.601741,0.015223,0.606539,-0.015223,-0.589128,0.013664,-0.013664,0.586337,-0.589039,0.602983,-0.589473,-0.590054,1.231268
1,PCB,13,0.026954,0.007026,0.012778,0.568716,0.012778,0.605822,-0.012778,-0.558878,0.007026,-0.007026,0.624900,-0.559033,0.567695,-0.558321,-0.558464,1.177023
1,PCB,14,0.028386,0.010778,0.009009,0.565431,0.009009,0.618977,-0.009009,-0.557389,0.010778,-0.010778,0.603053,-0.558909,0.566741,-0.559118,-0.558636,1.161044
1,PCB,15,0.036905,0.004649,0.004243,0.650702,0.004243,0.668973,-0.004243,-0.647018,0.004649,-0.004649,0.657688,-0.649008,0.651888,-0.650604,-0.648830,1.344191
