# script=01_synergy_timecourse.py variant=ts_gsr regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=window window_trs=60 placebo_fit_trs=na seed=20261120 git=e46df8a
subject,condition,window,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
1,DMT,3,0.027707,0.025081,0.023060,0.537936,0.023065,0.595043,-0.023027,-0.502994,0.025073,-0.025073,0.563560,-0.504470,0.538141,-0.503924,-0.505156,1.091453
1,DMT,4,0.033429,0.023585,0.026442,0.531298,0.026442,0.608033,-0.026442,-0.496574,0.023599,-0.023584,0.585897,-0.499531,0.531084,-0.498961,-0.497120,1.074583
1,DMT,5,0.020385,0.020657,0.023970,0.482225,0.023970,0.529424,-0.023970,-0.450116,0.020649,-0.020636,0.516883,-0.451206,0.482349,-0.451021,-0.450903,0.979924
1,DMT,6,0.027845,0.023881,0.022329,0.524181,0.022337,0.577457,-0.022312,-0.495690,0.023900,-0.023849,0.560722,-0.496199,0.523563,-0.494477,-0.495652,1.067240
1,DMT,7,0.023319,0.020638,0.022117,0.517856,0.022119,0.561533,-0.022114,-0.489744,0.020653,-0.020638,0.565175,-0.490020,0.516602,-0.488961,-0.489476,1.053710
1,DMT,8,0.029407,0.028061,0.024662,0.493046,0.024663,0.542533,-0.024619,-0.460017,0.028078,-0.028048,0.536135,-0.459005,0.493392,-0.458469,-0.460194,1.005763
1,DMT,9,0.051671,0.031110,0.035447,0.564025,0.035403,0.620703,-0.035301,-0.527143,0.031114,-0.031032,0.603414,-0.527711,0.562128,-0.525075,-0.526186,1.147385
1,DMT,10,0.026729,0.021123,0.022474,0.574250,0.022474,0.628536,-0.022474,-0.544982,0.021114,-0.021085,0.604673,-0.546295,0.573163,-0.543774,-0.545830,1.164849
1,DMT,11,0.030539,0.024176,0.025855,0.579024,0.025834,0.640135,-0.025813,-0.543105,0.024181,-0.024164,0.603502,-0.545955,0.577762,-0.542399,-0.544351,1.164872
1,DMT,12,0.038020,0.028003,0.030713,0.587519,0.030675,0.638598,-0.030673,-0.547354,0.027954,-0.027952,0.621735,-0.548008,0.586448,-0.546495,-0.548676,1.191382
1,DMT,13,0.046413,0.025312,0.029817,0.609378,0.029793,0.666961,-0.029793,-0.577547,0.025331,-0.025291,0.645373,-0.579705,0.609593,-0.578224,-0.579115,1.239876
1,PCB,0,0.042799,0.032966,0.028433,0.549023,0.028445,0.581411,-0.028418,-0.515201,0.032988,-0.032947,0.586854,-0.514170,0.546064,-0.512453,-0.512861,1.131535
