# script=02_bias_check.py tau=1 kind=gaussian redundancy=MMI n_windows=2000 burn_in=200 seed=20261120 git=18ad8b4 n_runs=20000 n_boot=2000 m_decide=1338/742 threshold=0.8
condition,window,window_index,atom,bins_covered,f_first_bin,analytic,est_mean,bias,bias_ci_lo,bias_ci_hi,est_sd
nonstat_decay_coupling,30,23,rtr,23-23,0.130800,0.018620,0.023282,0.004662,0.004181,0.005142,0.034690
nonstat_decay_coupling,30,24,rtr,24-24,0.107700,0.017676,0.023056,0.005380,0.004905,0.005855,0.034270
nonstat_decay_coupling,30,25,rtr,25-25,0.084600,0.016761,0.022808,0.006047,0.005570,0.006523,0.034360
nonstat_decay_coupling,30,26,rtr,26-26,0.069200,0.016168,0.022315,0.006148,0.005678,0.006618,0.033919
nonstat_decay_coupling,30,27,rtr,27-27,0.076900,0.016463,0.022657,0.006194,0.005714,0.006674,0.034643
nonstat_decay_coupling,30,28,rtr,28-28,0.046200,0.015305,0.021683,0.006377,0.005917,0.006838,0.033241
nonstat_decay_coupling,60,1,sts,1-2,0.000000,0.094214,0.078163,-0.016051,-0.017047,-0.015055,0.071871
nonstat_decay_coupling,60,2,sts,3-4,0.000000,0.094214,0.078087,-0.016127,-0.017116,-0.015138,0.071361
nonstat_decay_coupling,60,3,sts,5-6,0.000000,0.094214,0.078809,-0.015406,-0.016402,-0.014409,0.071920
nonstat_decay_coupling,60,4,sts,7-8,0.000000,0.094214,0.078309,-0.015905,-0.016892,-0.014919,0.071190
nonstat_decay_coupling,60,5,sts,9-10,0.915400,0.039015,0.031197,-0.007818,-0.008320,-0.007316,0.036231
nonstat_decay_coupling,60,6,sts,11-12,0.938500,0.040564,0.033108,-0.007455,-0.007995,-0.006915,0.038952
nonstat_decay_coupling,60,7,sts,13-14,0.730800,0.045851,0.039843,-0.006008,-0.006634,-0.005381,0.045220
nonstat_decay_coupling,60,8,sts,15-16,0.546200,0.050360,0.047900,-0.002460,-0.003179,-0.001740,0.051926
nonstat_decay_coupling,60,9,sts,17-18,0.400000,0.054225,0.055220,0.000994,0.000193,0.001796,0.057852
nonstat_decay_coupling,60,10,sts,19-20,0.261500,0.060454,0.062444,0.001990,0.001118,0.002861,0.062908
nonstat_decay_coupling,60,11,sts,21-22,0.184600,0.071235,0.067313,-0.003922,-0.004838,-0.003005,0.066100
nonstat_decay_coupling,60,12,sts,23-24,0.130800,0.077849,0.069884,-0.007965,-0.008906,-0.007025,0.067843
nonstat_decay_coupling,60,13,sts,25-26,0.084600,0.083784,0.073183,-0.010602,-0.011565,-0.009638,0.069521
nonstat_decay_coupling,60,14,sts,27-28,0.076900,0.085906,0.074548,-0.011357,-0.012338,-0.010376,0.070783
nonstat_decay_coupling,60,1,rtr,1-2,0.000000,0.013658,0.019589,0.005931,0.005577,0.006285,0.025556
nonstat_decay_coupling,60,2,rtr,3-4,0.000000,0.013658,0.019356,0.005698,0.005351,0.006045,0.025039
nonstat_decay_coupling,60,3,rtr,5-6,0.000000,0.013658,0.019511,0.005854,0.005505,0.006202,0.025130
nonstat_decay_coupling,60,4,rtr,7-8,0.000000,0.013658,0.019462,0.005804,0.005455,0.006153,0.025188
nonstat_decay_coupling,60,5,rtr,9-10,0.915400,0.080774,0.065533,-0.015241,-0.016030,-0.014452,0.056922
nonstat_decay_coupling,60,6,rtr,11-12,0.938500,0.073104,0.061148,-0.011956,-0.012714,-0.011198,0.054712
nonstat_decay_coupling,60,7,rtr,13-14,0.730800,0.052305,0.047464,-0.004840,-0.005477,-0.004203,0.045965
nonstat_decay_coupling,60,8,rtr,15-16,0.546200,0.039262,0.038436,-0.000826,-0.001380,-0.000272,0.039946
nonstat_decay_coupling,60,9,rtr,17-18,0.400000,0.030541,0.032436,0.001895,0.001397,0.002393,0.035920
nonstat_decay_coupling,60,10,rtr,19-20,0.261500,0.023447,0.027192,0.003745,0.003298,0.004191,0.032238
nonstat_decay_coupling,60,11,rtr,21-22,0.184600,0.020098,0.024792,0.004695,0.004278,0.005111,0.030050
nonstat_decay_coupling,60,12,rtr,23-24,0.130800,0.018146,0.022945,0.004799,0.004411,0.005187,0.027989
nonstat_decay_coupling,60,13,rtr,25-26,0.084600,0.016463,0.021904,0.005440,0.005060,0.005820,0.027428
nonstat_decay_coupling,60,14,rtr,27-28,0.076900,0.015880,0.021449,0.005569,0.005195,0.005942,0.026934
nonstat_decay_noisecorr,30,1,sts,1-1,0.000000,0.094214,0.058788,-0.035426,-0.036455,-0.034397,0.074255
nonstat_decay_noisecorr,30,2,sts,2-2,0.000000,0.094214,0.057421,-0.036793,-0.037810,-0.035776,0.073386
nonstat_decay_noisecorr,30,3,sts,3-3,0.000000,0.094214,0.058291,-0.035923,-0.036962,-0.034884,0.074977
nonstat_decay_noisecorr,30,4,sts,4-4,0.000000,0.094214,0.058373,-0.035842,-0.036868,-0.034815,0.074042
nonstat_decay_noisecorr,30,5,sts,5-5,0.000000,0.094214,0.059455,-0.034759,-0.035789,-0.033729,0.074331
nonstat_decay_noisecorr,30,6,sts,6-6,0.000000,0.094214,0.059324,-0.034890,-0.035926,-0.033854,0.074750
nonstat_decay_noisecorr,30,7,sts,7-7,0.000000,0.094214,0.058670,-0.035545,-0.036574,-0.034515,0.074300
nonstat_decay_noisecorr,30,8,sts,8-8,0.000000,0.094214,0.057668,-0.036546,-0.037557,-0.035535,0.072970
nonstat_decay_noisecorr,30,9,sts,9-9,0.915400,0.041301,0.044083,0.002782,0.002023,0.003540,0.054729
nonstat_decay_noisecorr,30,10,sts,10-10,1.000000,0.039612,0.043894,0.004281,0.003546,0.005017,0.053082
nonstat_decay_noisecorr,30,11,sts,11-11,0.938500,0.040830,0.044220,0.003390,0.002643,0.004138,0.053912
nonstat_decay_noisecorr,30,12,sts,12-12,0.846200,0.042757,0.044611,0.001854,0.001087,0.002621,0.055357
nonstat_decay_noisecorr,30,13,sts,13-13,0.730800,0.045324,0.045632,0.000308,-0.000495,0.001110,0.057899
nonstat_decay_noisecorr,30,14,sts,14-14,0.630800,0.047683,0.046260,-0.001422,-0.002247,-0.000598,0.059487
nonstat_decay_noisecorr,30,15,sts,15-15,0.546200,0.049771,0.048471,-0.001300,-0.002171,-0.000429,0.062860
nonstat_decay_noisecorr,30,16,sts,16-16,0.476900,0.051545,0.048703,-0.002841,-0.003711,-0.001972,0.062728
nonstat_decay_noisecorr,30,17,sts,17-17,0.400000,0.053578,0.051051,-0.002527,-0.003441,-0.001612,0.065983
nonstat_decay_noisecorr,30,18,sts,18-18,0.346200,0.058682,0.050940,-0.007742,-0.008655,-0.006829,0.065889
nonstat_decay_noisecorr,30,19,sts,19-19,0.261500,0.067718,0.052631,-0.015087,-0.016021,-0.014153,0.067388
nonstat_decay_noisecorr,30,20,sts,20-20,0.215400,0.072542,0.053876,-0.018666,-0.019622,-0.017709,0.069038
nonstat_decay_noisecorr,30,21,sts,21-21,0.184600,0.075727,0.054496,-0.021231,-0.022203,-0.020260,0.070098
nonstat_decay_noisecorr,30,22,sts,22-22,0.146200,0.079658,0.056026,-0.023631,-0.024631,-0.022632,0.072124
nonstat_decay_noisecorr,30,23,sts,23-23,0.130800,0.081221,0.056221,-0.025001,-0.025992,-0.024010,0.071489
nonstat_decay_noisecorr,30,24,sts,24-24,0.107700,0.083553,0.056655,-0.026899,-0.027892,-0.025905,0.071665
nonstat_decay_noisecorr,30,25,sts,25-25,0.084600,0.085869,0.056816,-0.029053,-0.030063,-0.028043,0.072885
nonstat_decay_noisecorr,30,26,sts,26-26,0.069200,0.087404,0.057558,-0.029846,-0.030878,-0.028813,0.074500
nonstat_decay_noisecorr,30,27,sts,27-27,0.076900,0.086638,0.057027,-0.029610,-0.030620,-0.028600,0.072847
nonstat_decay_noisecorr,30,28,sts,28-28,0.046200,0.089683,0.057547,-0.032136,-0.033153,-0.031119,0.073378
nonstat_decay_noisecorr,30,1,rtr,1-1,0.000000,0.013658,0.020500,0.006842,0.006407,0.007277,0.031388
nonstat_decay_noisecorr,30,2,rtr,2-2,0.000000,0.013658,0.020391,0.006733,0.006302,0.007164,0.031083
nonstat_decay_noisecorr,30,3,rtr,3-3,0.000000,0.013658,0.020499,0.006841,0.006398,0.007283,0.031931
nonstat_decay_noisecorr,30,4,rtr,4-4,0.000000,0.013658,0.020735,0.007077,0.006631,0.007524,0.032210
nonstat_decay_noisecorr,30,5,rtr,5-5,0.000000,0.013658,0.020811,0.007153,0.006705,0.007600,0.032285
nonstat_decay_noisecorr,30,6,rtr,6-6,0.000000,0.013658,0.020875,0.007218,0.006773,0.007662,0.032100
nonstat_decay_noisecorr,30,7,rtr,7-7,0.000000,0.013658,0.020863,0.007205,0.006759,0.007650,0.032143
nonstat_decay_noisecorr,30,8,rtr,8-8,0.000000,0.013658,0.020651,0.006993,0.006551,0.007435,0.031883
nonstat_decay_noisecorr,30,9,rtr,9-9,0.915400,0.043402,0.038085,-0.005317,-0.005993,-0.004640,0.048833
nonstat_decay_noisecorr,30,10,rtr,10-10,1.000000,0.046892,0.039633,-0.007260,-0.007960,-0.006560,0.050506
nonstat_decay_noisecorr,30,11,rtr,11-11,0.938500,0.044343,0.038692,-0.005651,-0.006339,-0.004963,0.049661
nonstat_decay_noisecorr,30,12,rtr,12-12,0.846200,0.040638,0.036457,-0.004181,-0.004839,-0.003522,0.047493
nonstat_decay_noisecorr,30,13,rtr,13-13,0.730800,0.036210,0.034503,-0.001707,-0.002346,-0.001068,0.046132
nonstat_decay_noisecorr,30,14,rtr,14-14,0.630800,0.032560,0.031710,-0.000850,-0.001453,-0.000248,0.043459
nonstat_decay_noisecorr,30,15,rtr,15-15,0.546200,0.029608,0.030105,0.000497,-0.000079,0.001072,0.041513
nonstat_decay_noisecorr,30,16,rtr,16-16,0.476900,0.027285,0.028996,0.001712,0.001141,0.002282,0.041191
nonstat_decay_noisecorr,30,17,rtr,17-17,0.400000,0.024806,0.027417,0.002611,0.002067,0.003155,0.039241
nonstat_decay_noisecorr,30,18,rtr,18-18,0.346200,0.023135,0.026646,0.003511,0.002973,0.004049,0.038840
nonstat_decay_noisecorr,30,19,rtr,19-19,0.261500,0.020611,0.025149,0.004538,0.004024,0.005052,0.037092
nonstat_decay_noisecorr,30,20,rtr,20-20,0.215400,0.019292,0.024177,0.004885,0.004389,0.005382,0.035811
nonstat_decay_noisecorr,30,21,rtr,21-21,0.184600,0.018433,0.023148,0.004715,0.004233,0.005197,0.034761
nonstat_decay_noisecorr,30,22,rtr,22-22,0.146200,0.017387,0.023676,0.006290,0.005799,0.006780,0.035396
nonstat_decay_noisecorr,30,23,rtr,23-23,0.130800,0.016975,0.022387,0.005412,0.004946,0.005878,0.033654
nonstat_decay_noisecorr,30,24,rtr,24-24,0.107700,0.016365,0.022225,0.005860,0.005399,0.006320,0.033230
nonstat_decay_noisecorr,30,25,rtr,25-25,0.084600,0.015766,0.021845,0.006079,0.005612,0.006545,0.033659
nonstat_decay_noisecorr,30,26,rtr,26-26,0.069200,0.015372,0.021886,0.006514,0.006055,0.006974,0.033156
nonstat_decay_noisecorr,30,27,rtr,27-27,0.076900,0.015569,0.022059,0.006490,0.006025,0.006955,0.033576
nonstat_decay_noisecorr,30,28,rtr,28-28,0.046200,0.014792,0.021022,0.006229,0.005786,0.006673,0.032015
nonstat_decay_noisecorr,60,1,sts,1-2,0.000000,0.094214,0.077276,-0.016938,-0.017925,-0.015951,0.071216
nonstat_decay_noisecorr,60,2,sts,3-4,0.000000,0.094214,0.077441,-0.016774,-0.017758,-0.015789,0.071047
nonstat_decay_noisecorr,60,3,sts,5-6,0.000000,0.094214,0.078667,-0.015548,-0.016540,-0.014555,0.071597
nonstat_decay_noisecorr,60,4,sts,7-8,0.000000,0.094214,0.077435,-0.016779,-0.017764,-0.015793,0.071115
nonstat_decay_noisecorr,60,5,sts,9-10,0.915400,0.040444,0.042837,0.002393,0.001810,0.002976,0.042081
nonstat_decay_noisecorr,60,6,sts,11-12,0.938500,0.041779,0.044016,0.002237,0.001634,0.002839,0.043462
nonstat_decay_noisecorr,60,7,sts,13-14,0.730800,0.046488,0.049842,0.003354,0.002650,0.004058,0.050795
nonstat_decay_noisecorr,60,8,sts,15-16,0.546200,0.050651,0.055906,0.005255,0.004474,0.006035,0.056305
nonstat_decay_noisecorr,60,9,sts,17-18,0.400000,0.055763,0.060990,0.005227,0.004387,0.006067,0.060612
nonstat_decay_noisecorr,60,10,sts,19-20,0.261500,0.070138,0.066968,-0.003170,-0.004072,-0.002269,0.065061
nonstat_decay_noisecorr,60,11,sts,21-22,0.184600,0.077698,0.070152,-0.007546,-0.008479,-0.006613,0.067317
nonstat_decay_noisecorr,60,12,sts,23-24,0.130800,0.082389,0.073376,-0.009013,-0.009973,-0.008053,0.069263
nonstat_decay_noisecorr,60,13,sts,25-26,0.084600,0.086638,0.074227,-0.012411,-0.013380,-0.011442,0.069902
nonstat_decay_noisecorr,60,14,sts,27-28,0.076900,0.088164,0.074938,-0.013226,-0.014191,-0.012261,0.069624
nonstat_decay_noisecorr,60,1,rtr,1-2,0.000000,0.013658,0.019403,0.005745,0.005400,0.006090,0.024908
nonstat_decay_noisecorr,60,2,rtr,3-4,0.000000,0.013658,0.019621,0.005963,0.005613,0.006313,0.025270
nonstat_decay_noisecorr,60,3,rtr,5-6,0.000000,0.013658,0.019751,0.006093,0.005740,0.006447,0.025492
nonstat_decay_noisecorr,60,4,rtr,7-8,0.000000,0.013658,0.019740,0.006083,0.005731,0.006435,0.025391
nonstat_decay_noisecorr,60,5,rtr,9-10,0.915400,0.045132,0.042481,-0.002651,-0.003211,-0.002092,0.040362
nonstat_decay_noisecorr,60,6,rtr,11-12,0.938500,0.042472,0.040946,-0.001526,-0.002075,-0.000976,0.039628
nonstat_decay_noisecorr,60,7,rtr,13-14,0.730800,0.034364,0.035368,0.001004,0.000492,0.001516,0.036950
nonstat_decay_noisecorr,60,8,rtr,15-16,0.546200,0.028436,0.030827,0.002391,0.001922,0.002861,0.033867
nonstat_decay_noisecorr,60,9,rtr,17-18,0.400000,0.023964,0.027497,0.003533,0.003096,0.003971,0.031591
nonstat_decay_noisecorr,60,10,rtr,19-20,0.261500,0.019946,0.024702,0.004756,0.004348,0.005164,0.029414
nonstat_decay_noisecorr,60,11,rtr,21-22,0.184600,0.017906,0.023111,0.005204,0.004811,0.005598,0.028414
nonstat_decay_noisecorr,60,12,rtr,23-24,0.130800,0.016669,0.021926,0.005257,0.004882,0.005631,0.027014
nonstat_decay_noisecorr,60,13,rtr,25-26,0.084600,0.015569,0.021118,0.005549,0.005178,0.005921,0.026802
nonstat_decay_noisecorr,60,14,rtr,27-28,0.076900,0.015178,0.020722,0.005544,0.005184,0.005904,0.025979
