# partB4_diagnostic.py; git=d507728
label,set,pre_dmt,pre_pcb,dmt_change,dmt_lo,dmt_hi,dmt_p,pcb_change,pcb_lo,pcb_hi,pcb_p,did,did_lo,did_hi,did_p,n_neg,share_of_pre,phase_p,phase_null_sd,fd_did,fd_lo,fd_hi,fd_p,resid_did,resid_lo,resid_hi,resid_p,resid_n_neg,survives,placebo_share
diag observed sts ts_gsr W60,primary,1.1553767191259727,1.1377895407727243,-0.04847102940570619,-0.08194889785439023,-0.011298403602805351,0.0267333984375,0.03239517991611745,0.00531335835715909,0.06059653332378058,0.04248046875,-0.08086620932182363,-0.1261077869260334,-0.03769262554388038,0.0037841796875,13,-0.06999120545115177,0.001998001998001998,0.021453091533639487,0.014346739579365077,-0.007038787851562497,0.03645704179645336,0.2452392578125,-0.06491128009344888,-0.09662419062350384,-0.02889275915651157,0.0047607421875,13.0,True,0.4006021821450069
diag observed sts ts_gsr W60,sensitivity,1.1553767191259727,1.1377895407727243,-0.049143529301426604,-0.08226660899098069,-0.012784139936951858,0.022705078125,0.0242002932201133,-0.00196348975655093,0.04957587567578731,0.10400390625,-0.0733438225215399,-0.11803364761841942,-0.02913972774924991,0.0069580078125,12,-0.06348044002221503,0.001998001998001998,0.020568123897140245,0.019114751916666665,-0.0008026585178125139,0.04022990842482142,0.1082763671875,-0.05548212257183029,-0.08638680092617997,-0.021022132314284847,0.010009765625,13.0,True,0.32995680328777605
diag observed sts ts_gsr W60,early,1.1553767191259727,1.1377895407727243,-0.08415628443649058,-0.1161605935872972,-0.04896790352873984,0.001220703125,0.01869812457188507,-0.00982147692295654,0.045844984823671754,0.2205810546875,-0.10285440900837564,-0.14640131894591701,-0.06009453499429759,0.0008544921875,13,-0.0890224004913165,0.000999000999000999,0.025667322720208212,0.036577911,0.01568577859188987,0.059168159934002956,0.01025390625,-0.08063050232879032,-0.11512354734302174,-0.045463113465212056,0.0018310546875,12.0,True,0.1817921540958195
diag observed sts ts_gsr W60,late,1.1553767191259727,1.1377895407727243,-0.019922825381078615,-0.06091114665638385,0.02575470749251024,0.3875732421875,0.04335282419150353,0.01515259002378749,0.07384181248592657,0.01416015625,-0.06327564957258215,-0.11471734034379784,-0.01179356247932766,0.03369140625,10,-0.0547662494190201,0.005994005994005994,0.02342693110508577,-0.0034381975571428575,-0.029848601319791657,0.02307142915680058,0.806884765625,-0.052335902305175694,-0.09091120795961682,-0.007755905350583392,0.0345458984375,11.0,True,0.6851423017281622
diag observed sts ts_gsr W60,trend_a_placebo_line,,,,,,,,,,,-0.08903770650320023,-0.1347369365853991,-0.0460997263197863,0.0020751953125,13,,,,,,,,,,,,,,
diag observed sts ts_gsr W60,trend_b_shared_slope,,,,,,,,,,,-0.09952825827956988,-0.14242741208943496,-0.059881692292393006,0.000732421875,13,,,,,,,,,,,,,,
diag predicted sts ts_gsr W60,primary,1.2083982131964635,1.1857006898250435,-0.05618208058160058,-0.09613683422892158,-0.011454052056265651,0.02978515625,0.036212859924005705,0.005702865315319841,0.06677439208155028,0.04345703125,-0.09239494050560629,-0.1444000355685805,-0.04142279830963067,0.003662109375,13,-0.07646067289457714,,,0.014346739579365077,-0.007713893602389222,0.03710264727392524,0.2452392578125,-0.07489645447116809,-0.11133302760193803,-0.03234338129648916,0.0054931640625,13.0,True,0.3919355294331122
diag predicted sts ts_gsr W60,sensitivity,1.2083982131964635,1.1857006898250435,-0.056795558995310226,-0.09583029365549797,-0.013541217627202878,0.0257568359375,0.02737953693023178,-0.0031009548831073233,0.057122206543335254,0.10986328125,-0.084175095925542,-0.13580196125637722,-0.03367170476340658,0.0068359375,12,-0.06965840813590864,,,0.019114751916666665,-0.0009766646802529773,0.040794809271116075,0.1082763671875,-0.06465363527120388,-0.10146797488745292,-0.021656903616534592,0.0111083984375,13.0,True,0.3252688533251052
diag predicted sts ts_gsr W60,early,1.2083982131964635,1.1857006898250435,-0.09717986784048689,-0.1327854750098561,-0.05698650106105154,0.0010986328125,0.023586265573674745,-0.009617779950687768,0.05411993092607377,0.184814453125,-0.12076613341416163,-0.1697673975966792,-0.07255085125804728,0.0006103515625,13,-0.09993902018003668,,,0.036577911,0.015788057909226178,0.058192378460267834,0.01025390625,-0.0947494677132252,-0.13208248544126208,-0.05513454320270421,0.0010986328125,13.0,True,0.19530529716296194
diag predicted sts ts_gsr W60,late,1.2083982131964635,1.1857006898250435,-0.023383850774491455,-0.07183426893491546,0.028942042110400974,0.3988037109375,0.04631413540427035,0.013716558051900057,0.08179959501555646,0.0198974609375,-0.0696979861787618,-0.13133549249321216,-0.01020574817781114,0.047607421875,11,-0.05767799506620934,,,-0.0034381975571428575,-0.029435461325327393,0.023688178669092255,0.806884765625,-0.059014043877522425,-0.1054893048664381,-0.006097681878257834,0.049072265625,11.0,True,0.6644974689151504
diag predicted sts ts_gsr W60,trend_a_placebo_line,,,,,,,,,,,-0.09966463561836221,-0.15084669730281197,-0.04981172094049717,0.00244140625,13,,,,,,,,,,,,,,
diag predicted sts ts_gsr W60,trend_b_shared_slope,,,,,,,,,,,-0.1129546134572563,-0.1599441115025803,-0.06829826804855126,0.0008544921875,13,,,,,,,,,,,,,,
diag residual sts ts_gsr W60,primary,-0.053021494070490345,-0.04791114905231924,0.007711051175894385,-0.00011155856577382982,0.0149320474468925,0.0797119140625,-0.0038176800078882135,-0.009080006908930136,0.0013579879323472371,0.19287109375,0.0115287311837826,0.002130053004450229,0.02107437767521914,0.042236328125,4,-0.21743504942458863,0.01898101898101898,0.004812332198804612,0.014346739579365077,-0.007038787851562497,0.03645704179645336,0.2452392578125,0.009985174377719234,0.0008474574564739636,0.018486130070846662,0.0579833984375,3.0,True,0.33114485428010687
diag residual sts ts_gsr W60,sensitivity,-0.053021494070490345,-0.04791114905231924,0.0076520296938836,-0.0003551709196810135,0.014769570459958421,0.0814208984375,-0.0031792437101184714,-0.008212961231436259,0.0017966194184174016,0.2523193359375,0.010831273404002075,0.0013395965150023253,0.020042400270865603,0.049072265625,4,-0.2042808033587709,0.029970029970029972,0.004821827631540376,0.019114751916666665,-0.0008026585178125139,0.04022990842482142,0.1082763671875,0.009171512699373585,0.00019374829320872674,0.017207365053690235,0.0673828125,4.0,True,0.29352446305563334
diag residual sts ts_gsr W60,early,-0.053021494070490345,-0.04791114905231924,0.013023583403996303,0.006606046359123151,0.01904350078388548,0.0028076171875,-0.004888141001789757,-0.011253708662015853,0.0016307250633836997,0.1688232421875,0.017911724405786058,0.009884077470980433,0.025966296596245383,0.001220703125,2,-0.3378200618408264,0.002997002997002997,0.00582739673380334,0.036577911,0.01568577859188987,0.059168159934002956,0.01025390625,0.01411896538443488,0.006290468927873495,0.021155117177053824,0.0048828125,2.0,True,0.27290175368099856
diag residual sts ts_gsr W60,late,-0.053021494070490345,-0.04791114905231924,0.0034610253934128526,-0.006173258763295815,0.012156324534698658,0.484375,-0.0029613112127669793,-0.008715960034796107,0.0026537495616879366,0.3465576171875,0.006422336606179832,-0.005816643014233371,0.01831248411404794,0.3243408203125,5,-0.12112703949159835,0.24075924075924077,0.005484421691250169,-0.0034381975571428575,-0.029848601319791657,0.02307142915680058,0.806884765625,0.00667814157234672,-0.005000357130848455,0.017393944252867107,0.2733154296875,4.0,False,0.4610956096442354
diag residual sts ts_gsr W60,trend_a_placebo_line,,,,,,,,,,,0.010626929115161887,0.0014515185717968726,0.020016378042332417,0.0538330078125,5,,,,,,,,,,,,,,
diag residual sts ts_gsr W60,trend_b_shared_slope,,,,,,,,,,,0.013426355177686419,0.005303660008598961,0.02177259791089526,0.0089111328125,3,,,,,,,,,,,,,,
diag observed sts ts_gsr W30,primary,1.0223423007520995,1.0063176473772188,-0.039018424846855956,-0.06800261832937615,-0.0058398264991680465,0.035400390625,0.0296072944074092,0.007602138148984943,0.05314034756586306,0.02685546875,-0.06862571925426515,-0.10835987566843105,-0.029308000958747495,0.004150390625,13,-0.06712597063016931,0.000999000999000999,0.019916156609127586,0.014346739579365081,-0.006960127706795631,0.03683391050170303,0.2452392578125,-0.05447880130814444,-0.08363129688188627,-0.021529659638379675,0.0064697265625,13.0,True,0.431431462273076
diag observed sts ts_gsr W30,sensitivity,1.0223423007520995,1.0063176473772188,-0.040685457578845376,-0.06977295917516294,-0.008433123980120562,0.0311279296875,0.025161013336018643,0.0034757475794076225,0.04762720896907341,0.0489501953125,-0.06584647091486402,-0.10715435493291485,-0.026121393728674183,0.0067138671875,12,-0.0644074600712728,0.000999000999000999,0.019524819128555505,0.01739740427443608,-0.003764680665922632,0.03932980495497726,0.155029296875,-0.051355872652373735,-0.07992415881364079,-0.017933590490337527,0.0108642578125,12.0,True,0.3821163531839161
diag observed sts ts_gsr W30,early,1.0223423007520995,1.0063176473772188,-0.06855260079272575,-0.09625719989568594,-0.03868962308440696,0.0015869140625,0.015385057599937533,-0.008306277130072004,0.03834466308388751,0.2362060546875,-0.08393765839266328,-0.1266926542151637,-0.04511303182468206,0.001220703125,13,-0.0821032821696935,0.000999000999000999,0.02327711662603185,0.036577911,0.01577961407775299,0.058545405232366045,0.01025390625,-0.06776311692418484,-0.09776477708641364,-0.03638613864108509,0.001953125,12.0,True,0.1832914795879306
diag observed sts ts_gsr W30,late,1.0223423007520995,1.0063176473772188,-0.01539108409016011,-0.049982463539360325,0.02320110938000062,0.4437255859375,0.04098508385338662,0.01828777733462362,0.06590032923672534,0.0045166015625,-0.056376167943546725,-0.10243067835943243,-0.011751406891395344,0.0321044921875,11,-0.05514412139855003,0.007992007992007992,0.021804100342679697,-0.0034381975571428657,-0.02939762686660715,0.02391010963406247,0.806884765625,-0.04385134881531215,-0.07825675009011546,-0.003452301859332741,0.04736328125,11.0,True,0.726993077898231
diag observed sts ts_gsr W30,trend_a_placebo_line,,,,,,,,,,,-0.07662815337686538,-0.11467949143711821,-0.03862222544239699,0.0020751953125,13,,,,,,,,,,,,,,
diag observed sts ts_gsr W30,trend_b_shared_slope,,,,,,,,,,,-0.08492369298091136,-0.12253318127681365,-0.04947272970178023,0.0009765625,13,,,,,,,,,,,,,,
diag predicted sts ts_gsr W30,primary,1.1258775560241256,1.1044836339379713,-0.05130521274909437,-0.08825369059512193,-0.009664201685452059,0.0316162109375,0.03556707086294442,0.007889194406115822,0.06352018211202146,0.03271484375,-0.08687228361203879,-0.13679927552626509,-0.03732665352988056,0.004638671875,12,-0.07715961930959503,,,0.014346739579365081,-0.007713893602389205,0.03710264727392524,0.2452392578125,-0.06925218132188686,-0.1061809116802261,-0.02618566114232745,0.008544921875,13.0,True,0.4094179338232053
diag predicted sts ts_gsr W30,sensitivity,1.1258775560241256,1.1044836339379713,-0.0540590918278761,-0.09025973182966641,-0.012638989129134151,0.0245361328125,0.03058060697569723,0.002870033199748455,0.05845512347363818,0.053955078125,-0.08463969880357333,-0.13485524001569132,-0.0351456241685542,0.0062255859375,12,-0.07517664629754787,,,0.01739740427443608,-0.003630524419247336,0.03977122018074088,0.155029296875,-0.06655940047430786,-0.10321537771829924,-0.02322021319169318,0.0115966796875,12.0,True,0.36130335301247757
diag predicted sts ts_gsr W30,early,1.1258775560241256,1.1044836339379713,-0.08824632027340877,-0.12189743459209183,-0.051003436689379344,0.0015869140625,0.021956128437858942,-0.008705884445011308,0.050881040123767395,0.182373046875,-0.1102024487112677,-0.15858449405190922,-0.06382835169929076,0.000732421875,13,-0.09788137983710393,,,0.036577911,0.015788057909226206,0.05819237846026781,0.01025390625,-0.08798886473051727,-0.12453565019415033,-0.04938555435918568,0.0015869140625,12.0,True,0.1992344879321545
diag predicted sts ts_gsr W30,late,1.1258775560241256,1.1044836339379713,-0.021752326729642796,-0.06613965534661086,0.027643312326735565,0.4027099609375,0.0464558248030128,0.01716806358890452,0.07819356240089481,0.0096435546875,-0.0682081515326556,-0.12617504859174591,-0.01065618757656288,0.0423583984375,11,-0.06058221088758786,,,-0.0034381975571428657,-0.029435461325327376,0.023688178669092234,0.806884765625,-0.05426283459498253,-0.09904938016240189,-0.0026454097589247417,0.0594482421875,11.0,True,0.6810890452114281
diag predicted sts ts_gsr W30,trend_a_placebo_line,,,,,,,,,,,-0.09385863033990795,-0.14169374177801142,-0.04660649656088186,0.0025634765625,13,,,,,,,,,,,,,,
diag predicted sts ts_gsr W30,trend_b_shared_slope,,,,,,,,,,,-0.10577217138767783,-0.15030083461280203,-0.06297639276080552,0.000732421875,13,,,,,,,,,,,,,,
diag residual sts ts_gsr W30,primary,-0.10353525527202612,-0.09816598656075248,0.012286787902238472,0.0019139332615936988,0.021381368994969254,0.0361328125,-0.005959776455535187,-0.012636186956019573,0.0008403444682109168,0.117919921875,0.018246564357773658,0.0065665938693950975,0.0299344935162281,0.013671875,2,-0.17623527666815578,0.003996003996003996,0.005895031736872822,0.014346739579365081,-0.006960127706795631,0.03683391050170303,0.2452392578125,0.014773380013742426,0.0027711041472558407,0.025766446254536536,0.032470703125,3.0,True,0.32662458195841776
diag residual sts ts_gsr W30,sensitivity,-0.10353525527202612,-0.09816598656075248,0.013373634249030727,0.0034964210887091954,0.02232936900294781,0.023681640625,-0.005419593639678516,-0.012147333319896857,0.0014706019223732901,0.15234375,0.01879322788870924,0.007113039172912689,0.03046142544176196,0.0115966796875,2,-0.1815152513927005,0.001998001998001998,0.005802937238756423,0.01739740427443608,-0.003764680665922632,0.03932980495497726,0.155029296875,0.015203527821934142,0.003493472720501161,0.02588909588012583,0.0264892578125,3.0,True,0.2883801373437581
diag residual sts ts_gsr W30,early,-0.10353525527202612,-0.09816598656075248,0.01969371948068308,0.01118704488029804,0.02712390635746343,0.00146484375,-0.006571070837921402,-0.014519081590472509,0.001751724066824583,0.16064453125,0.02626479031860448,0.01605448906201587,0.037228083042474686,0.00048828125,1,-0.25367967896149946,0.000999000999000999,0.006893665917143819,0.036577911,0.01577961407775299,0.058545405232366045,0.01025390625,0.020225747806332437,0.009199342816799187,0.030487174191107632,0.0045166015625,2.0,True,0.25018554339140603
diag residual sts ts_gsr W30,late,-0.10353525527202612,-0.09816598656075248,0.006361242639482784,-0.005955592680913647,0.017532451754976426,0.316650390625,-0.0054707409496262205,-0.012224423102112874,0.0014458841745845848,0.1573486328125,0.011831983589109002,-0.002201562851587027,0.02574968206241999,0.1385498046875,5,-0.11427975483348086,0.08391608391608392,0.00660741553504852,-0.0034381975571428657,-0.02939762686660715,0.02391010963406247,0.806884765625,0.01041148577967042,-0.003976853862720573,0.0231770440711505,0.1654052734375,4.0,False,0.46236887571935775
diag residual sts ts_gsr W30,trend_a_placebo_line,,,,,,,,,,,0.017230476963042553,0.005675074233703217,0.028505937884639284,0.0150146484375,3,,,,,,,,,,,,,,
diag residual sts ts_gsr W30,trend_b_shared_slope,,,,,,,,,,,0.020848478406766457,0.010334195623749971,0.03153183053324176,0.0030517578125,2,,,,,,,,,,,,,,
diag observed sts ts_demean W60,primary,1.1004255625694679,1.0819185617418743,-0.06333443767759751,-0.10880481704598152,-0.012282015892696441,0.0333251953125,0.039778027431363716,0.00893927378993654,0.06918841051695113,0.0306396484375,-0.10311246510896123,-0.15584609347384834,-0.05223916234713622,0.0025634765625,12,-0.09370235354056665,0.000999000999000999,0.026360062382188958,0.014346739579365077,-0.007038787851562497,0.03645704179645336,0.2452392578125,-0.0824171472121039,-0.12236833536309981,-0.03722824148266618,0.0047607421875,13.0,True,0.385773217518652
diag observed sts ts_demean W60,sensitivity,1.1004255625694679,1.0819185617418743,-0.06208512382718978,-0.10553287023191443,-0.013007177885790745,0.030029296875,0.03143985980525553,0.0013383528311589812,0.05848653157019341,0.063720703125,-0.09352498363244531,-0.14309546269721363,-0.04255951173253342,0.00390625,12,-0.08498983194653045,0.000999000999000999,0.02541393607770925,0.019114751916666665,-0.0008026585178125139,0.04022990842482142,0.1082763671875,-0.07138022461234995,-0.11056733997643688,-0.02978371092834587,0.00732421875,12.0,True,0.3361653601439235
diag observed sts ts_demean W60,early,1.1004255625694679,1.0819185617418743,-0.09748416900572897,-0.14057365288633888,-0.04790180484448897,0.0028076171875,0.020769788789647112,-0.007311392908558734,0.04790796947433003,0.17724609375,-0.11825395779537609,-0.16732995041126542,-0.06787891233033685,0.001220703125,13,-0.10746202361862248,0.000999000999000999,0.0315672836182535,0.036577911,0.01568577859188987,0.059168159934002956,0.01025390625,-0.09531177445809257,-0.13937562500154144,-0.05184971022163333,0.001953125,13.0,True,0.1756371556340353
diag observed sts ts_demean W60,late,1.1004255625694679,1.0819185617418743,-0.03601465261509229,-0.08957237301493201,0.024398911171046363,0.2445068359375,0.05498461834473705,0.019650920033536596,0.08893240670733919,0.01220703125,-0.09099927095982932,-0.15221763392725993,-0.03192418846647479,0.0128173828125,11,-0.08269461747812197,0.002997002997002997,0.029075941011097825,-0.0034381975571428575,-0.029848601319791657,0.02307142915680058,0.806884765625,-0.07210144541531295,-0.12294283485228243,-0.017655294843722254,0.0233154296875,11.0,True,0.6042314159748536
diag observed sts ts_demean W60,trend_a_placebo_line,,,,,,,,,,,-0.1125983614576068,-0.16902535618004605,-0.05952687267247678,0.0018310546875,13,,,,,,,,,,,,,,
diag observed sts ts_demean W60,trend_b_shared_slope,,,,,,,,,,,-0.11925115758763974,-0.1735709829192383,-0.06825697847081345,0.001220703125,13,,,,,,,,,,,,,,
