label,set,pre_dmt,pre_pcb,dmt_change,dmt_lo,dmt_hi,dmt_p,pcb_change,pcb_lo,pcb_hi,pcb_p,did,did_lo,did_hi,did_p,n_neg,share_of_pre,phase_p,phase_null_sd,fd_did,fd_lo,fd_hi,fd_p,resid_did,resid_lo,resid_hi,resid_p,resid_n_neg,survives,placebo_share
sts ts_gsr W60,primary,1.155376719125973,1.1377895407727243,-0.04847102940570617,-0.0819488978543902,-0.011298403602805372,0.0267333984375,0.03239517991611775,0.005313358357159267,0.06059653332378101,0.04248046875,-0.08086620932182391,-0.12610778692603367,-0.03769262554388087,0.0037841796875,13,-0.06999120545115199,0.001998001998001998,0.021453091533639525,0.014346739579365077,-0.007038787851562497,0.03645704179645336,0.2452392578125,-0.06491128009344917,-0.09662419062350419,-0.028892759156511946,0.0047607421875,13.0,True,0.40060218214500926
sts ts_gsr W60,sensitivity,1.155376719125973,1.1377895407727243,-0.049143529301426674,-0.08226660899098062,-0.012784139936951744,0.022705078125,0.024200293220113474,-0.0019634897565507198,0.04957587567578743,0.10400390625,-0.07334382252154015,-0.1180336476184194,-0.02913972774925039,0.0069580078125,12,-0.06348044002221524,0.001998001998001998,0.02056812389714028,0.019114751916666665,-0.0008026585178125139,0.04022990842482142,0.1082763671875,-0.05548212257183054,-0.08638680092618022,-0.02102213231428486,0.010009765625,13.0,True,0.3299568032877773
sts ts_gsr W60,early,1.155376719125973,1.1377895407727243,-0.08415628443649066,-0.11616059358729723,-0.04896790352873992,0.001220703125,0.018698124571885227,-0.009821476922956337,0.045844984823671914,0.2205810546875,-0.10285440900837588,-0.14640131894591732,-0.06009453499429766,0.0008544921875,13,-0.08902240049131668,0.000999000999000999,0.025667322720208254,0.036577911,0.01568577859188987,0.059168159934002956,0.01025390625,-0.08063050232879057,-0.11512354734302202,-0.04546311346521214,0.0018310546875,12.0,True,0.1817921540958206
sts ts_gsr W60,late,1.155376719125973,1.1377895407727243,-0.01992282538107862,-0.06091114665638407,0.025754707492510315,0.3875732421875,0.04335282419150369,0.015152590023787632,0.07384181248592703,0.01416015625,-0.06327564957258232,-0.11471734034379791,-0.011793562479327948,0.03369140625,10,-0.05476624941902023,0.005994005994005994,0.023426931105085817,-0.0034381975571428575,-0.029848601319791657,0.02307142915680058,0.806884765625,-0.052335902305176006,-0.09091120795961695,-0.007755905350583555,0.0345458984375,11.0,True,0.6851423017281628
sts ts_gsr W60,trend_a_placebo_line,,,,,,,,,,,-0.08903770650320039,-0.13473693658539948,-0.046099726319786344,0.0020751953125,13,,,,,,,,,,,,,,
sts ts_gsr W60,trend_b_shared_slope,,,,,,,,,,,-0.09952825827957,-0.1424274120894352,-0.059881692292393145,0.000732421875,13,,,,,,,,,,,,,,
PhiR ts_gsr W60,primary,0.09611071618105534,0.10027406279357,-0.002646671500382347,-0.006221470776446527,0.0005543664727770839,0.16455078125,-0.003307329136615764,-0.01051559618391289,0.003560219095061622,0.4063720703125,0.0006606576362334171,-0.007781006175950685,0.009958509990157774,0.8970947265625,8,0.00687392272666928,0.8371628371628371,0.003287876213036547,0.014346739579365077,-0.007038787851562497,0.03645704179645336,0.2452392578125,0.000747945517191646,-0.005622535229096784,0.007661204632830756,0.838134765625,7.0,False,5.006116565111874
PhiR ts_gsr W60,sensitivity,0.09611071618105534,0.10027406279357,-0.002177441308263726,-0.005722141514708041,0.0012672658366016216,0.263916015625,-0.0027557993937540643,-0.009702810457730866,0.003676986571161755,0.4659423828125,0.0005783580854903381,-0.007380155270119612,0.010138913358035557,0.909423828125,8,0.006017623304365095,0.8541458541458542,0.0032522713864681606,0.019114751916666665,-0.0008026585178125139,0.04022990842482142,0.1082763671875,0.0006043820920500009,-0.005221764890024373,0.007219168582052815,0.86279296875,7.0,False,4.764867065734316
PhiR ts_gsr W60,early,0.09611071618105534,0.10027406279357,-0.0033223472404780574,-0.007776299288274359,0.0012372961104406327,0.183349609375,-0.003792734709263966,-0.011475635647592495,0.003252794276222716,0.3636474609375,0.0004703874687859086,-0.008952898026721837,0.011335189003953444,0.935546875,8,0.004894224988395498,0.9070929070929071,0.00379661533997334,0.036577911,0.01568577859188987,0.059168159934002956,0.01025390625,5.027257390500141e-05,-0.007995935634841522,0.00876000224420987,0.990966796875,7.0,False,8.063001165939191
PhiR ts_gsr W60,late,0.09611071618105534,0.10027406279357,-0.0021061309083057786,-0.005140781235367545,0.000521389453488571,0.1881103515625,-0.002919004678497205,-0.010434083198941447,0.0051334149931046,0.495849609375,0.0008128737701914261,-0.008402538507887181,0.009903110427071062,0.8663330078125,7,0.008457680917288327,0.8351648351648352,0.003826973806294689,-0.0034381975571428575,-0.029848601319791657,0.02307142915680058,0.806884765625,0.001306083871820961,-0.0048755286328052375,0.007581147304691447,0.697509765625,4.0,False,3.5909692076911273
PhiR ts_gsr W60,trend_a_placebo_line,,,,,,,,,,,7.69124041602751e-05,-0.008216258154773228,0.008778745719789066,0.9862060546875,8,,,,,,,,,,,,,,
PhiR ts_gsr W60,trend_b_shared_slope,,,,,,,,,,,-0.0011140933956141996,-0.008389177554089036,0.006918915645942273,0.7822265625,9,,,,,,,,,,,,,,
autocorr ts_gsr W60,primary,0.8479260607023554,0.8454661285118698,-0.009667975729322811,-0.01719620057870239,-0.0013743150742285466,0.04296875,0.004977440735658574,-0.0007636604712855463,0.01132255540034812,0.142333984375,-0.014645416464981385,-0.025069607930071177,-0.0051635757910254085,0.0106201171875,12,-0.01727204427807098,0.07292707292707293,0.008313414698643742,0.014346739579365077,-0.007038787851562497,0.03645704179645336,0.2452392578125,-0.012261384436320815,-0.019938095797168202,-0.004104777603931236,0.0135498046875,12.0,True,0.3398633796150569
autocorr ts_gsr W60,sensitivity,0.8479260607023554,0.8454661285118698,-0.009867901353279116,-0.01734005578955132,-0.0018470055617707797,0.03515625,0.0032001636415144386,-0.0023317369545347503,0.008993695343338048,0.312744140625,-0.013068064994793556,-0.023063409249002808,-0.003218564927926143,0.0211181640625,10,-0.015411797797521398,0.12287712287712288,0.008635556782128588,0.019114751916666665,-0.0008026585178125139,0.04022990842482142,0.1082763671875,-0.01016072747405695,-0.01783431653676298,-0.0017813185146655236,0.036865234375,11.0,True,0.24488427650072256
autocorr ts_gsr W60,early,0.8479260607023554,0.8454661285118698,-0.017957726295485168,-0.025118203667283002,-0.010144506235206154,0.0013427734375,0.0033224593977712762,-0.003126630410843745,0.009880729605137742,0.345703125,-0.021280185693256442,-0.03035962410997725,-0.012483180745072117,0.0006103515625,13,-0.02509674685034401,0.024975024975024976,0.00955970622427242,0.036577911,0.01568577859188987,0.059168159934002956,0.01025390625,-0.016996768830323958,-0.024127915269094958,-0.009637744951799374,0.001220703125,12.0,True,0.15612924838452621
autocorr ts_gsr W60,late,0.8479260607023554,0.8454661285118698,-0.003036175276392978,-0.012450740442715175,0.00700503927343692,0.5548095703125,0.006301425805968367,0.0005142413228125753,0.012914254967380436,0.0750732421875,-0.009337601082361344,-0.02135226146228965,0.0021521804897968377,0.1614990234375,9,-0.011012282220252563,0.3386613386613387,0.009687727538446001,-0.0034381975571428575,-0.029848601319791657,0.02307142915680058,0.806884765625,-0.008473076921118304,-0.017760908973203125,0.0018141803472830555,0.1240234375,10.0,False,0.6748441864658056
autocorr ts_gsr W60,trend_a_placebo_line,,,,,,,,,,,-0.016234720617179392,-0.0261832303945576,-0.006921350031271031,0.0048828125,12,,,,,,,,,,,,,,
autocorr ts_gsr W60,trend_b_shared_slope,,,,,,,,,,,-0.01900645185863404,-0.02821700459744629,-0.010290141877389884,0.0015869140625,13,,,,,,,,,,,,,,
sts ts_gsr global-bins,primary,1.3085170237102626,1.2893436040581727,-0.05212037770620971,-0.09411451983508268,-0.00759944212860828,0.0450439453125,0.02796069133625215,0.004411540842302488,0.05263339777748919,0.046630859375,-0.08008106904246186,-0.13102111242661363,-0.03151702831893534,0.007080078125,12,-0.061199867935530776,0.000999000999000999,0.024250022763286857,0.014346739579365081,-0.007493192459639539,0.03727317808107639,0.2452392578125,-0.06366054114831753,-0.10228080661990624,-0.018155268988134975,0.01611328125,12.0,True,0.3491548211154173
sts ts_gsr global-bins,sensitivity,1.3085170237102626,1.2893436040581727,-0.053815126508075836,-0.09596524591611702,-0.008197877976520393,0.0374755859375,0.02348850428640254,0.00021626801925281097,0.04719946655804911,0.08349609375,-0.07730363079447837,-0.1280131974647688,-0.02775724137932956,0.008544921875,12,-0.05907728320972557,0.000999000999000999,0.023846619880344793,0.01739740427443608,-0.003132595059022572,0.03972702400010179,0.155029296875,-0.060537028463183644,-0.09668218886825364,-0.014976201487274354,0.018310546875,12.0,True,0.30384736195444356
sts ts_gsr global-bins,early,1.3085170237102626,1.2893436040581727,-0.08726973512124611,-0.12672372957816805,-0.04574098387091743,0.001953125,0.019042164893892006,-0.0059613705335705746,0.0419545176956229,0.1573486328125,-0.10631190001513811,-0.154535519942906,-0.061244445025753644,0.0008544921875,13,-0.08124609622096758,0.000999000999000999,0.028462036248380517,0.036577911,0.015440173871726188,0.058660157653348186,0.01025390625,-0.08465622575356964,-0.1208908766799148,-0.044957838580393795,0.00244140625,11.0,True,0.17911602455774497
sts ts_gsr global-bins,late,1.3085170237102626,1.2893436040581727,-0.024000891774180633,-0.07242360206669736,0.02959363946383129,0.3988037109375,0.035095512490140264,0.008678022197394105,0.0644903909821567,0.0316162109375,-0.0590964042643209,-0.11939102427437567,0.001915563772152959,0.0772705078125,10,-0.04516288530718136,0.03196803196803197,0.026687333989354602,-0.0034381975571428657,-0.029311958949955346,0.02361820806461307,0.806884765625,-0.04686399346411587,-0.09515188638221467,0.009011797966670978,0.11474609375,11.0,False,0.5938688305496274
sts ts_gsr global-bins,trend_a_placebo_line,,,,,,,,,,,-0.08299511582113547,-0.13537885638676425,-0.032159029490535285,0.0069580078125,13,,,,,,,,,,,,,,
